framenumber,X Coord,Y Coord,Radius
1.0,643.0,303.0,20.08118438720703
2.0,643.0,303.0,20.08118438720703
3.0,643.0,303.0,20.08118438720703
4.0,643.0,303.0,20.08118438720703
5.0,643.0,303.0,20.08118438720703
6.0,643.0,303.0,20.08118438720703
7.0,643.0,303.0,20.08118438720703
8.0,643.0,303.0,20.08118438720703
9.0,644.0,306.0,26.547229766845703
10.0,644.0,306.0,26.547229766845703
11.0,644.0,306.0,26.547229766845703
12.0,644.0,306.0,26.547229766845703
13.0,644.0,306.0,26.547229766845703
14.0,644.0,306.0,26.547229766845703
15.0,644.0,306.0,26.547229766845703
16.0,644.0,306.0,26.547229766845703
17.0,644.0,306.0,26.547229766845703
18.0,644.0,306.0,26.547229766845703
19.0,644.0,306.0,26.547229766845703
20.0,644.0,306.0,26.547229766845703
21.0,644.0,306.0,26.547229766845703
22.0,644.0,306.0,26.547229766845703
23.0,644.0,306.0,26.547229766845703
24.0,644.0,306.0,26.547229766845703
25.0,644.0,306.0,26.547229766845703
26.0,644.0,306.0,26.547229766845703
27.0,644.0,306.0,26.547229766845703
28.0,623.0,561.0,30.335721969604492
29.0,623.0,561.0,30.335721969604492
30.0,623.0,561.0,30.335721969604492
31.0,623.0,561.0,30.335721969604492
32.0,623.0,561.0,30.335721969604492
33.0,623.0,561.0,30.335721969604492
34.0,623.0,561.0,30.335721969604492
35.0,623.0,561.0,30.335721969604492
36.0,623.0,561.0,30.335721969604492
37.0,623.0,561.0,30.335721969604492
38.0,623.0,561.0,30.335721969604492
39.0,623.0,561.0,30.335721969604492
40.0,623.0,561.0,30.335721969604492
41.0,623.0,561.0,30.335721969604492
42.0,623.0,561.0,30.335721969604492
43.0,345.0,75.0,22.678720474243164
44.0,345.0,75.0,22.678720474243164
45.0,345.0,75.0,22.678720474243164
46.0,345.0,75.0,22.678720474243164
47.0,345.0,75.0,22.678720474243164
48.0,345.0,75.0,22.678720474243164
49.0,345.0,75.0,22.678720474243164
50.0,345.0,75.0,22.678720474243164
51.0,345.0,75.0,22.678720474243164
52.0,345.0,75.0,22.678720474243164
53.0,345.0,75.0,22.678720474243164
54.0,345.0,75.0,22.678720474243164
55.0,345.0,75.0,22.678720474243164
56.0,345.0,75.0,22.678720474243164
57.0,345.0,75.0,22.678720474243164
58.0,345.0,75.0,22.678720474243164
59.0,345.0,75.0,22.678720474243164
60.0,345.0,75.0,22.678720474243164
61.0,345.0,75.0,22.678720474243164
62.0,454.0,169.0,28.93537139892578
63.0,454.0,169.0,28.93537139892578
64.0,454.0,169.0,28.93537139892578
65.0,454.0,169.0,28.93537139892578
66.0,454.0,169.0,28.93537139892578
67.0,454.0,169.0,28.93537139892578
68.0,454.0,169.0,28.93537139892578
69.0,454.0,169.0,28.93537139892578
70.0,454.0,169.0,28.93537139892578
71.0,454.0,169.0,28.93537139892578
72.0,454.0,169.0,28.93537139892578
73.0,454.0,169.0,28.93537139892578
74.0,454.0,169.0,28.93537139892578
75.0,454.0,169.0,28.93537139892578
76.0,454.0,169.0,28.93537139892578
77.0,632.0,529.0,32.76059341430664
78.0,632.0,529.0,32.76059341430664
79.0,632.0,529.0,32.76059341430664
80.0,632.0,529.0,32.76059341430664
81.0,632.0,529.0,32.76059341430664
82.0,632.0,529.0,32.76059341430664
83.0,632.0,529.0,32.76059341430664
84.0,632.0,529.0,32.76059341430664
85.0,632.0,529.0,32.76059341430664
86.0,632.0,529.0,32.76059341430664
87.0,632.0,529.0,32.76059341430664
88.0,632.0,529.0,32.76059341430664
89.0,632.0,529.0,32.76059341430664
90.0,632.0,529.0,32.76059341430664
91.0,632.0,529.0,32.76059341430664
92.0,632.0,529.0,32.76059341430664
93.0,632.0,529.0,32.76059341430664
94.0,632.0,529.0,32.76059341430664
95.0,650.0,276.0,34.13219451904297
96.0,650.0,276.0,34.13219451904297
97.0,650.0,276.0,34.13219451904297
98.0,650.0,276.0,34.13219451904297
99.0,650.0,276.0,34.13219451904297
100.0,650.0,276.0,34.13219451904297
101.0,650.0,276.0,34.13219451904297
102.0,650.0,276.0,34.13219451904297
103.0,650.0,276.0,34.13219451904297
104.0,650.0,276.0,34.13219451904297
105.0,650.0,276.0,34.13219451904297
106.0,650.0,276.0,34.13219451904297
107.0,650.0,276.0,34.13219451904297
108.0,650.0,276.0,34.13219451904297
109.0,650.0,276.0,34.13219451904297
110.0,650.0,276.0,34.13219451904297
111.0,645.0,307.0,14.424595832824707
112.0,645.0,307.0,14.424595832824707
113.0,645.0,307.0,14.424595832824707
114.0,645.0,307.0,14.424595832824707
115.0,645.0,307.0,14.424595832824707
116.0,645.0,307.0,14.424595832824707
117.0,645.0,307.0,14.424595832824707
118.0,645.0,307.0,14.424595832824707
119.0,645.0,307.0,14.424595832824707
120.0,645.0,307.0,14.424595832824707
121.0,645.0,307.0,14.424595832824707
122.0,645.0,307.0,14.424595832824707
123.0,645.0,307.0,14.424595832824707
124.0,645.0,307.0,14.424595832824707
125.0,645.0,307.0,14.424595832824707
126.0,645.0,307.0,14.424595832824707
127.0,645.0,307.0,14.424595832824707
128.0,645.0,307.0,14.424595832824707
129.0,646.0,290.0,40.62644577026367
130.0,646.0,290.0,40.62644577026367
131.0,646.0,290.0,40.62644577026367
132.0,646.0,290.0,40.62644577026367
133.0,646.0,290.0,40.62644577026367
134.0,646.0,290.0,40.62644577026367
135.0,646.0,290.0,40.62644577026367
136.0,646.0,290.0,40.62644577026367
137.0,646.0,290.0,40.62644577026367
