Time,PID Output
1578493261.6746523,40.447696685791016
1578493261.7056537,28.861940383911133
1578493261.715629,27.911958694458008
1578493261.7296214,27.911958694458008
1578493261.7476113,28.28447151184082
1578493261.7626028,28.28447151184082
1578493261.772599,28.4606990814209
1578493261.7825933,30.594316482543945
1578493261.7975826,30.594316482543945
1578493261.8125749,32.15620422363281
1578493261.8285658,35.51076126098633
1578493261.8445573,38.48428726196289
1578493261.8585484,42.20222473144531
1578493261.8715413,41.31623840332031
1578493261.8795376,37.855186462402344
1578493261.8925304,36.87837600708008
1578493261.9085214,36.87837600708008
1578493261.926075,38.327735900878906
1578493261.9400573,40.02519226074219
1578493261.9560485,43.10472106933594
1578493261.9730392,40.460357666015625
1578493261.987031,36.40181350708008
1578493262.0040212,29.428077697753906
1578493262.0180132,28.464792251586914
1578493262.0290065,38.639556884765625
1578493262.039002,43.428531646728516
1578493262.0519948,43.428531646728516
1578493262.0679848,44.181640625
1578493262.0829773,42.190242767333984
1578493262.0999684,31.780696868896484
1578493262.115958,40.460357666015625
1578493262.1319506,40.460357666015625
1578493262.1469405,35.525272369384766
1578493262.163932,28.641403198242188
1578493262.1789224,43.56623840332031
1578493262.1889167,27.892850875854492
1578493262.1979122,39.332359313964844
1578493262.2149034,39.332359313964844
1578493262.2298934,33.956050872802734
1578493262.2438855,33.956050872802734
1578493262.2588778,39.31940460205078
1578493262.2708704,28.861940383911133
1578493262.2798657,42.30878448486328
1578493262.2918596,42.30878448486328
1578493262.3088493,29.6143856048584
1578493262.3258398,39.31940460205078
1578493262.339832,32.26497268676758
1578493262.3548234,34.58525848388672
1578493262.3708148,38.48428726196289
1578493262.386807,27.660669326782227
1578493262.3997989,38.639556884765625
1578493262.4077938,40.311485290527344
1578493262.419788,27.48348617553711
1578493262.4337785,27.48348617553711
1578493262.4437726,36.6744384765625
1578493262.4517686,39.6234245300293
1578493262.467761,39.6234245300293
1578493262.476754,27.93269920349121
1578493262.4857492,42.438602447509766
1578493262.498742,42.438602447509766
1578493262.5127337,29.631975173950195
1578493262.5197303,33.6027717590332
1578493262.5317237,41.00019836425781
1578493262.544716,41.00019836425781
1578493262.551712,28.16045570373535
1578493262.5647042,28.16045570373535
1578493262.5756984,31.5919246673584
