X Coord,Y Coord,Radius
127.0,136.0,6.842679977416992
128.0,135.0,8.64636516571045
128.0,135.0,8.139510154724121
130.0,136.0,6.324655532836914
129.0,136.0,8.381627082824707
128.0,137.0,5.2202534675598145
128.0,136.0,6.18475866317749
128.0,137.0,4.272101879119873
130.0,136.0,5.590270042419434
129.0,136.0,8.381627082824707
128.0,137.0,7.159010887145996
129.0,136.0,6.18475866317749
129.0,136.0,6.18475866317749
127.0,135.0,8.262401580810547
127.0,136.0,6.800835609436035
130.0,137.0,4.924529075622559
130.0,137.0,4.924529075622559
128.0,136.0,6.800835609436035
129.0,136.0,7.762187480926514
128.0,137.0,6.082862854003906
129.0,136.0,5.385264873504639
127.0,135.0,7.177246570587158
126.0,136.0,8.732224464416504
127.0,136.0,8.732224464416504
127.0,136.0,7.762187480926514
128.0,136.0,7.159010887145996
127.0,136.0,6.800835609436035
129.0,137.0,4.924529075622559
129.0,137.0,4.924529075622559
129.0,136.0,6.800835609436035
129.0,136.0,6.576573371887207
128.0,136.0,5.852449893951416
128.0,136.0,5.852449893951416
129.0,135.0,7.43313455581665
127.0,135.0,8.381627082824707
127.0,135.0,8.24631118774414
127.0,135.0,8.24631118774414
126.0,135.0,8.381627082824707
127.0,134.0,8.381627082824707
127.0,134.0,6.800835609436035
128.0,136.0,5.700977325439453
128.0,136.0,5.590270042419434
128.0,136.0,5.590270042419434
128.0,135.0,5.852449893951416
130.0,135.0,5.852449893951416
127.0,136.0,2.9155757427215576
127.0,136.0,6.670932292938232
125.0,135.0,8.381627082824707
127.0,135.0,5.700977325439453
127.0,136.0,5.852449893951416
127.0,136.0,5.852449893951416
126.0,136.0,4.743516445159912
126.0,135.0,8.24631118774414
126.0,136.0,5.700977325439453
128.0,136.0,5.2202534675598145
126.0,135.0,7.280210018157959
126.0,135.0,7.280210018157959
127.0,136.0,5.700977325439453
126.0,136.0,6.18475866317749
126.0,136.0,6.18475866317749
127.0,135.0,7.762187480926514
128.0,136.0,4.743516445159912
129.0,135.0,5.700977325439453
129.0,136.0,3.8079864978790283
127.0,136.0,5.2202534675598145
127.0,135.0,6.576573371887207
126.0,135.0,7.762187480926514
127.0,135.0,7.762187480926514
128.0,135.0,6.082862854003906
129.0,136.0,4.743516445159912
129.0,135.0,6.18475866317749
127.0,136.0,4.743516445159912
127.0,136.0,4.743516445159912
126.0,135.0,7.159010887145996
127.0,135.0,6.670932292938232
128.0,136.0,4.272101879119873
126.0,136.0,5.590270042419434
128.0,135.0,6.800835609436035
127.0,135.0,5.099119663238525
127.0,135.0,5.590270042419434
126.0,134.0,6.324655532836914
128.0,135.0,4.031229019165039
126.0,135.0,6.670932292938232
126.0,135.0,6.670932292938232
127.0,135.0,5.2202534675598145
127.0,135.0,6.18475866317749
126.0,135.0,4.272101879119873
126.0,135.0,5.700977325439453
126.0,135.0,5.700977325439453
126.0,135.0,4.123205661773682
126.0,134.0,6.800835609436035
126.0,135.0,4.743516445159912
125.0,135.0,5.700977325439453
126.0,135.0,4.609872341156006
128.0,135.0,2.2361679077148438
126.0,134.0,5.099119663238525
126.0,134.0,5.2202534675598145
129.0,134.0,3.3542017936706543
125.0,135.0,2.6926822662353516
125.0,135.0,2.6926822662353516
126.0,134.0,5.590270042419434
126.0,134.0,6.500100135803223
127.0,135.0,2.9155757427215576
129.0,135.0,1.8028756380081177
128.0,134.0,3.3542017936706543
128.0,134.0,3.3542017936706543
128.0,134.0,3.3542017936706543
123.0,135.0,2.5000998973846436
125.0,136.0,1.8028756380081177
125.0,136.0,1.8028756380081177
128.0,135.0,2.2361679077148438
127.0,135.0,3.3542017936706543
127.0,135.0,3.3542017936706543
127.0,135.0,3.3542017936706543
125.0,135.0,4.743516445159912
126.0,134.0,6.324655532836914
126.0,134.0,6.324655532836914
122.0,135.0,5.2202534675598145
122.0,135.0,5.2202534675598145
122.0,135.0,5.2202534675598145
129.0,135.0,2.2361679077148438
128.0,135.0,1.8028756380081177
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
126.0,135.0,4.743516445159912
126.0,135.0,4.743516445159912
126.0,135.0,4.743516445159912
126.0,135.0,4.743516445159912
126.0,135.0,4.743516445159912
127.0,135.0,3.1623775959014893
127.0,135.0,3.1623775959014893
125.0,135.0,3.8079864978790283
125.0,135.0,3.8079864978790283
125.0,135.0,3.8079864978790283
125.0,135.0,3.8079864978790283
125.0,134.0,4.609872341156006
125.0,134.0,4.609872341156006
125.0,134.0,4.609872341156006
125.0,134.0,4.609872341156006
127.0,135.0,3.1623775959014893
127.0,135.0,3.1623775959014893
127.0,135.0,3.1623775959014893
127.0,135.0,3.1623775959014893
127.0,135.0,3.1623775959014893
127.0,135.0,3.1623775959014893
128.0,135.0,2.2361679077148438
128.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
129.0,135.0,2.2361679077148438
126.0,135.0,1.8028756380081177
127.0,135.0,1.414313554763794
127.0,135.0,1.414313554763794
127.0,135.0,1.414313554763794
127.0,135.0,1.414313554763794
127.0,135.0,1.414313554763794
127.0,135.0,1.414313554763794
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
124.0,135.0,3.6401548385620117
