Time,X Coord,Y Coord,Radius
1573638163.540538,273.0,322.0,86.20232391357422
1573638163.5645242,273.0,322.0,86.20232391357422
1573638163.573519,273.0,322.0,86.20232391357422
1573638163.5825164,274.0,307.0,91.944091796875
1573638163.590512,274.0,307.0,91.944091796875
1573638163.5985065,274.0,307.0,91.944091796875
1573638163.6065001,274.0,299.0,91.2264633178711
1573638163.6134965,274.0,299.0,91.2264633178711
1573638163.621493,274.0,299.0,91.2264633178711
1573638163.628489,274.0,299.0,91.2264633178711
1573638163.6374834,274.0,290.0,90.60966491699219
1573638163.6454792,274.0,290.0,90.60966491699219
1573638163.6534739,274.0,290.0,90.60966491699219
1573638163.66147,274.0,290.0,90.60966491699219
1573638163.6694646,274.0,290.0,90.60966491699219
1573638163.6774607,278.0,290.0,93.7319107055664
1573638163.6844559,278.0,290.0,93.7319107055664
1573638163.6924522,278.0,290.0,93.7319107055664
1573638163.700447,278.0,290.0,93.7319107055664
1573638163.7084427,275.0,286.0,93.40379333496094
1573638163.7154386,275.0,286.0,93.40379333496094
1573638163.7224345,275.0,286.0,93.40379333496094
1573638163.731431,275.0,286.0,93.40379333496094
1573638163.740426,274.0,285.0,91.85309600830078
1573638163.7484212,274.0,285.0,91.85309600830078
1573638163.756416,274.0,285.0,91.85309600830078
1573638163.76541,274.0,285.0,91.85309600830078
1573638163.7754056,275.0,284.0,92.69158172607422
1573638163.7834008,275.0,284.0,92.69158172607422
1573638163.793395,275.0,284.0,92.69158172607422
1573638163.80139,274.0,282.0,91.57591247558594
1573638163.809385,274.0,282.0,91.57591247558594
1573638163.817381,274.0,282.0,91.57591247558594
1573638163.8273752,274.0,282.0,91.57591247558594
1573638163.8353705,274.0,279.0,94.20571899414062
1573638163.8443656,274.0,279.0,94.20571899414062
1573638163.8543599,274.0,279.0,94.20571899414062
1573638163.8613563,274.0,279.0,94.20571899414062
1573638163.8693516,275.0,278.0,92.31071472167969
1573638163.8773465,275.0,278.0,92.31071472167969
1573638163.8853421,275.0,278.0,92.31071472167969
1573638163.8933384,275.0,278.0,92.31071472167969
1573638163.900334,275.0,278.0,92.31071472167969
1573638163.9083295,275.0,278.0,92.31071472167969
1573638163.916325,275.0,277.0,92.00394439697266
1573638163.9233205,275.0,277.0,92.00394439697266
1573638163.9303176,275.0,277.0,92.00394439697266
1573638163.9383123,275.0,277.0,92.00394439697266
1573638163.9453087,275.0,278.0,91.60386657714844
1573638163.9523046,275.0,278.0,91.60386657714844
1573638163.9593005,275.0,278.0,91.60386657714844
1573638163.9662964,275.0,278.0,91.60386657714844
1573638163.9732928,274.0,275.0,92.6337890625
1573638163.9802911,274.0,275.0,92.6337890625
1573638163.9882843,274.0,275.0,92.6337890625
1573638163.9952798,274.0,275.0,92.6337890625
1573638164.0052752,274.0,275.0,92.6337890625
1573638164.0122712,275.0,277.0,92.99197387695312
1573638164.0202665,275.0,277.0,92.99197387695312
1573638164.0272622,275.0,277.0,92.99197387695312
1573638164.0352578,275.0,277.0,92.99197387695312
1573638164.043253,274.0,276.0,90.9659194946289
1573638164.050249,274.0,276.0,90.9659194946289
1573638164.0572455,274.0,276.0,90.9659194946289
1573638164.0652413,274.0,276.0,90.9659194946289
1573638164.0722365,275.0,279.0,93.3621597290039
1573638164.079233,275.0,279.0,93.3621597290039
1573638164.086229,275.0,279.0,93.3621597290039
1573638164.0932243,275.0,279.0,93.3621597290039
1573638164.1002202,275.0,279.0,93.3621597290039
1573638164.1072166,275.0,278.0,90.17354583740234
1573638164.1142132,275.0,278.0,90.17354583740234
1573638164.122208,275.0,278.0,90.17354583740234
1573638164.1302035,275.0,278.0,90.17354583740234
1573638164.1382,274.0,279.0,93.02066802978516
1573638164.145195,274.0,279.0,93.02066802978516
1573638164.1521912,274.0,279.0,93.02066802978516
1573638164.1591878,274.0,279.0,93.02066802978516
1573638164.1671832,276.0,280.0,94.89483642578125
1573638164.1747022,276.0,280.0,94.89483642578125
1573638164.1826985,276.0,280.0,94.89483642578125
1573638164.1906943,276.0,280.0,94.89483642578125
1573638164.19669,274.0,282.0,93.65179443359375
1573638164.2046876,274.0,282.0,93.65179443359375
1573638164.2116816,274.0,282.0,93.65179443359375
1573638164.2186775,274.0,282.0,93.65179443359375
1573638164.2276728,274.0,282.0,93.65179443359375
1573638164.234669,277.0,281.0,94.49395751953125
1573638164.2416644,277.0,281.0,94.49395751953125
1573638164.2496607,277.0,281.0,94.49395751953125
1573638164.2576573,277.0,281.0,94.49395751953125
1573638164.2646513,278.0,283.0,93.06139373779297
1573638164.2726474,278.0,283.0,93.06139373779297
1573638164.279643,278.0,283.0,93.06139373779297
1573638164.2876384,278.0,283.0,93.06139373779297
1573638164.2946346,278.0,283.0,93.06139373779297
1573638164.3016307,278.0,283.0,93.06139373779297
1573638164.3096268,279.0,284.0,94.64509582519531
1573638164.3166225,279.0,284.0,94.64509582519531
1573638164.323618,279.0,284.0,94.64509582519531
1573638164.3306153,279.0,284.0,94.64509582519531
1573638164.3386095,279.0,284.0,94.64509582519531
1573638164.3466055,283.0,284.0,95.04386901855469
1573638164.3536007,283.0,284.0,95.04386901855469
1573638164.360597,283.0,284.0,95.04386901855469
1573638164.3675933,283.0,284.0,95.04386901855469
1573638164.3745894,286.0,283.0,94.23532104492188
1573638164.3815854,286.0,283.0,94.23532104492188
1573638164.389582,286.0,283.0,94.23532104492188
1573638164.3975759,286.0,283.0,94.23532104492188
1573638164.405572,286.0,283.0,94.23532104492188
1573638164.4135668,287.0,282.0,93.71273803710938
1573638164.4205637,287.0,282.0,93.71273803710938
1573638164.428559,287.0,282.0,93.71273803710938
1573638164.4375541,287.0,282.0,93.71273803710938
1573638164.4455488,283.0,283.0,95.3442153930664
1573638164.4545436,283.0,283.0,95.3442153930664
1573638164.463547,283.0,283.0,95.3442153930664
1573638164.4735334,273.0,284.0,94.17679595947266
1573638164.4825277,273.0,284.0,94.17679595947266
1573638164.4905233,273.0,284.0,94.17679595947266
1573638164.4995186,273.0,284.0,94.17679595947266
1573638164.5075145,248.0,279.0,89.27523803710938
1573638164.5155094,248.0,279.0,89.27523803710938
1573638164.5245047,248.0,279.0,89.27523803710938
1573638164.5334988,248.0,279.0,89.27523803710938
1573638164.5424948,199.0,272.0,82.49895477294922
1573638164.5504897,199.0,272.0,82.49895477294922
1573638164.5584853,199.0,272.0,82.49895477294922
1573638164.5644813,129.0,266.0,75.27799224853516
1573638164.5724783,129.0,266.0,75.27799224853516
1573638164.5794737,129.0,266.0,75.27799224853516
1573638164.5864692,129.0,266.0,75.27799224853516
1573638164.5944645,129.0,266.0,75.27799224853516
1573638164.6014607,42.0,249.0,65.94136047363281
1573638164.6094568,42.0,249.0,65.94136047363281
1573638164.6164527,42.0,249.0,65.94136047363281
1573638164.6244488,42.0,249.0,65.94136047363281
1573638164.629445,,,
1573638164.63744,,,
1573638164.6444361,,,
1573638164.6514323,,,
1573638164.659428,,,
1573638164.6654246,,,
1573638164.6734197,,,
1573638164.6794174,,,
1573638164.6874127,,,
1573638164.6934094,,,
1573638164.6994061,,,
1573638164.7074006,,,
1573638164.7143967,553.0,594.0,105.0429458618164
1573638164.7223923,553.0,594.0,105.0429458618164
1573638164.730388,553.0,594.0,105.0429458618164
1573638164.7393823,553.0,594.0,105.0429458618164
1573638164.7483776,343.0,569.0,328.3428955078125
1573638164.7563734,343.0,569.0,328.3428955078125
1573638164.764368,343.0,569.0,328.3428955078125
1573638164.773363,343.0,569.0,328.3428955078125
1573638164.7813592,257.0,536.0,266.6664733886719
1573638164.7883544,257.0,536.0,266.6664733886719
1573638164.7963498,257.0,536.0,266.6664733886719
1573638164.806345,257.0,536.0,266.6664733886719
1573638164.81434,176.0,505.0,201.24623107910156
1573638164.8223352,176.0,505.0,201.24623107910156
1573638164.83233,176.0,505.0,201.24623107910156
1573638164.8403249,98.0,469.0,163.9002227783203
1573638164.848321,98.0,469.0,163.9002227783203
1573638164.8563163,98.0,469.0,163.9002227783203
1573638164.865311,98.0,469.0,163.9002227783203
1573638164.8733065,17.0,432.0,174.0519561767578
1573638164.8813026,17.0,432.0,174.0519561767578
1573638164.888298,17.0,432.0,174.0519561767578
1573638164.8962932,17.0,432.0,174.0519561767578
1573638164.9032898,,,
1573638164.9132845,,,
1573638164.9192815,,,
1573638164.9262764,,,
1573638164.9322734,,,
1573638164.9402683,,,
1573638164.947265,,,
1573638164.9532626,,,
1573638164.9602573,,,
1573638164.967254,,,
1573638164.9732506,,,
1573638164.980246,,,
1573638164.9872425,,,
1573638164.9942381,,,
1573638165.0002363,,,
1573638165.006231,,,
1573638165.013227,,,
1573638165.0202243,,,
1573638165.0282185,,,
1573638165.0342162,,,
1573638165.0422108,,,
1573638165.0482073,,,
