framenumber,X Coord,Y Coord,Diameter
1.0,125.0,189.0,76.42816925048828
2.0,124.0,190.0,75.39282989501953
3.0,124.0,190.0,75.39282989501953
4.0,125.0,191.0,75.96061706542969
5.0,125.0,191.0,75.96061706542969
6.0,125.0,191.0,75.96061706542969
7.0,125.0,191.0,75.96061706542969
8.0,126.0,193.0,75.54368591308594
9.0,126.0,193.0,75.54368591308594
10.0,126.0,193.0,75.54368591308594
11.0,126.0,193.0,75.54368591308594
12.0,126.0,193.0,75.54368591308594
13.0,126.0,193.0,75.54368591308594
14.0,127.0,192.0,76.83087158203125
15.0,127.0,192.0,76.83087158203125
16.0,127.0,192.0,76.83087158203125
17.0,127.0,192.0,76.83087158203125
18.0,128.0,190.0,76.1397705078125
19.0,128.0,190.0,76.1397705078125
20.0,128.0,190.0,76.1397705078125
21.0,128.0,190.0,76.1397705078125
22.0,128.0,190.0,76.1397705078125
23.0,129.0,186.0,78.29934692382812
24.0,129.0,186.0,78.29934692382812
25.0,129.0,186.0,78.29934692382812
26.0,129.0,186.0,78.29934692382812
27.0,129.0,186.0,78.29934692382812
28.0,132.0,188.0,77.03296661376953
29.0,132.0,188.0,77.03296661376953
30.0,132.0,188.0,77.03296661376953
31.0,132.0,188.0,77.03296661376953
32.0,133.0,189.0,76.56566619873047
33.0,133.0,189.0,76.56566619873047
34.0,133.0,189.0,76.56566619873047
35.0,133.0,189.0,76.56566619873047
36.0,133.0,189.0,76.56566619873047
37.0,131.0,191.0,78.65281677246094
38.0,131.0,191.0,78.65281677246094
39.0,131.0,191.0,78.65281677246094
40.0,131.0,191.0,78.65281677246094
41.0,132.0,194.0,78.83219909667969
42.0,132.0,194.0,78.83219909667969
43.0,132.0,194.0,78.83219909667969
44.0,132.0,194.0,78.83219909667969
45.0,132.0,194.0,78.83219909667969
46.0,134.0,196.0,78.73541259765625
47.0,134.0,196.0,78.73541259765625
48.0,134.0,196.0,78.73541259765625
49.0,134.0,196.0,78.73541259765625
50.0,134.0,196.0,78.73541259765625
51.0,134.0,197.0,76.00022888183594
52.0,134.0,197.0,76.00022888183594
53.0,134.0,197.0,76.00022888183594
54.0,134.0,197.0,76.00022888183594
55.0,135.0,199.0,76.69429779052734
56.0,135.0,199.0,76.69429779052734
57.0,135.0,199.0,76.69429779052734
58.0,135.0,199.0,76.69429779052734
59.0,136.0,199.0,75.44047546386719
60.0,136.0,199.0,75.44047546386719
61.0,136.0,199.0,75.44047546386719
62.0,136.0,199.0,75.44047546386719
63.0,136.0,199.0,75.44047546386719
64.0,135.0,197.0,77.80915832519531
65.0,135.0,197.0,77.80915832519531
66.0,135.0,197.0,77.80915832519531
67.0,135.0,197.0,77.80915832519531
