Time,Z-Coordinate,PID Output
1580722162.0169413,56.0,nan
1580722162.032932,56.0,nan
1580722162.0489225,56.0,nan
1580722162.0609157,56.0,nan
1580722162.07091,56.0,nan
1580722162.0849023,56.0,nan
1580722162.0988944,56.0,nan
1580722162.115885,55.0,nan
1580722162.1338787,56.0,nan
1580722162.1518638,55.0,nan
1580722162.1648564,56.0,nan
1580722162.1798477,55.0,nan
1580722162.19384,55.0,nan
1580722162.2068322,56.0,nan
1580722162.2148306,56.0,nan
1580722162.2308185,56.0,nan
1580722162.2458107,55.0,nan
1580722162.262801,55.0,nan
1580722162.2747934,56.0,nan
1580722162.2877862,55.0,nan
1580722162.2977805,56.0,nan
1580722162.3097737,56.0,nan
1580722162.3287625,56.0,nan
1580722162.3427548,56.0,nan
1580722162.355749,56.0,nan
1580722162.3717396,56.0,nan
1580722162.3907373,56.0,nan
1580722162.4027205,56.0,nan
1580722162.4247081,56.0,nan
1580722162.4377015,56.0,nan
1580722162.4536912,56.0,nan
1580722162.4656847,57.0,nan
1580722162.4826765,57.0,nan
1580722162.5006645,57.0,nan
1580722162.5156565,56.0,nan
1580722162.5296478,56.0,nan
1580722162.542641,57.0,nan
1580722162.5516407,56.0,nan
1580722162.5626287,55.0,nan
1580722162.5736227,55.0,nan
1580722162.581618,56.0,nan
1580722162.5956106,56.0,nan
1580722162.608605,57.0,nan
1580722162.618597,56.0,nan
1580722162.6265948,56.0,nan
1580722162.6395879,56.0,nan
1580722162.6485798,56.0,nan
1580722162.6575775,57.0,nan
1580722162.669568,57.0,nan
1580722162.6775708,56.0,nan
1580722162.6925547,56.0,nan
1580722162.7045507,56.0,nan
1580722162.7155418,57.0,nan
1580722162.7235386,57.0,nan
1580722162.736532,57.0,nan
1580722162.7465246,56.0,nan
1580722162.7545202,56.0,nan
1580722162.769511,57.0,nan
1580722162.7875013,58.0,nan
1580722162.798495,57.0,nan
1580722162.8074894,57.0,nan
1580722162.8174841,57.0,nan
1580722162.829477,57.0,nan
1580722162.835474,58.0,nan
1580722162.8494651,58.0,nan
1580722162.8624582,57.0,nan
1580722162.8724535,58.0,nan
1580722162.882447,58.0,nan
1580722162.8954394,58.0,nan
1580722162.904434,58.0,nan
1580722162.9144294,58.0,nan
1580722162.9274218,58.0,nan
1580722162.9364154,59.0,nan
1580722162.94641,59.0,nan
1580722162.9634006,59.0,nan
1580722162.9753933,59.0,nan
1580722162.984388,59.0,nan
1580722162.994385,59.0,nan
1580722163.0093772,59.0,nan
1580722163.0253649,58.0,nan
1580722163.0373638,59.0,nan
1580722163.0423553,59.0,nan
1580722163.0543482,59.0,nan
1580722163.063343,59.0,nan
1580722163.0733404,58.0,nan
1580722163.085331,58.0,nan
1580722163.0913274,59.0,nan
1580722163.1053236,59.0,nan
1580722163.1153133,59.0,nan
1580722163.122313,58.0,nan
1580722163.1343026,58.0,nan
1580722163.1422982,58.0,nan
1580722163.1572895,58.0,nan
1580722163.168283,59.0,nan
1580722163.1742804,58.0,nan
1580722163.1872737,58.0,nan
1580722163.1992655,58.0,nan
1580722163.2072608,59.0,nan
1580722163.2172554,59.0,nan
1580722163.2292545,59.0,nan
1580722163.2402422,59.0,nan
1580722163.2512367,58.0,nan
1580722163.2652278,59.0,nan
1580722163.275223,59.0,nan
1580722163.286218,59.0,nan
1580722163.298209,59.0,nan
1580722163.3112018,58.0,nan
1580722163.3211987,59.0,nan
1580722163.3341882,59.0,nan
1580722163.3441827,59.0,nan
1580722163.3531775,59.0,nan
1580722163.3631737,59.0,nan
1580722163.3811615,59.0,nan
1580722163.3941562,59.0,nan
1580722163.4081483,59.0,nan
1580722163.4181404,59.0,nan
1580722163.4291341,59.0,nan
1580722163.4401302,59.0,nan
1580722163.449123,59.0,nan
1580722163.4581196,59.0,nan
1580722163.472112,59.0,nan
1580722163.4831045,59.0,nan
1580722163.4901016,59.0,nan
1580722163.5011013,59.0,nan
1580722163.5090885,59.0,nan
1580722163.52308,59.0,nan
1580722163.5360754,59.0,nan
1580722163.545068,60.0,nan
1580722163.554063,59.0,nan
1580722163.5690565,59.0,nan
1580722163.5810518,59.0,nan
1580722163.5870438,59.0,nan
1580722163.6030347,59.0,nan
1580722163.6170292,59.0,nan
1580722163.6280205,59.0,nan
1580722163.6350164,58.0,nan
1580722163.6490107,58.0,nan
1580722163.6600022,59.0,nan
1580722163.666998,60.0,nan
1580722163.681992,60.0,nan
1580722163.697983,59.0,nan
1580722163.7140038,59.0,nan
1580722163.729967,59.0,nan
1580722163.7419567,59.0,nan
1580722163.749951,59.0,nan
1580722163.7599456,59.0,nan
1580722163.7699394,59.0,nan
1580722163.777938,59.0,nan
1580722163.788929,59.0,nan
1580722163.798923,59.0,nan
1580722163.8109162,59.0,nan
1580722163.8259082,59.0,nan
1580722163.8379009,59.0,nan
1580722163.845898,59.0,nan
1580722163.859888,59.0,nan
1580722163.8738804,59.0,nan
1580722163.8898714,59.0,nan
1580722163.9048629,59.0,nan
1580722163.9168565,59.0,nan
1580722163.9248512,59.0,nan
