Time,X Coord,Y Coord,Radius,Framenumber,Pixe Diameter
1578412355.2743602,4.5,9.0,30.413911819458008,3074,53.36685562133789
1578412355.300345,4.5,16.0,27.483356475830078,3074,53.36685562133789
1578412355.3113394,4.5,9.0,30.500099182128906,3074,53.36685562133789
1578412355.3183355,4.5,10.0,29.486103057861328,3074,53.36685562133789
1578412355.32833,4.5,10.0,29.486103057861328,3074,53.36685562133789
1578412355.3353267,3.5,12.0,28.843528747558594,3074,53.36685562133789
1578412355.3463213,3.5,12.0,28.843528747558594,3074,53.36685562133789
1578412355.3553154,2.5,12.0,29.74736976623535,3074,53.36685562133789
1578412355.3633113,180.5,341.0,38.19041061401367,3074,53.36685562133789
1578412355.373306,180.5,341.0,38.19041061401367,3074,53.36685562133789
1578412355.3793027,3.5,12.0,29.83296775817871,3074,53.36685562133789
1578412355.3862994,3.5,12.0,29.83296775817871,3074,53.36685562133789
1578412355.3942947,3.5,12.0,29.83296775817871,3074,53.36685562133789
1578412355.4022903,181.5,339.0,36.500099182128906,3074,53.36685562133789
1578412355.4102874,0.5,16.0,28.191967010498047,3074,53.36685562133789
1578412355.4182816,0.5,16.0,28.191967010498047,3074,53.36685562133789
1578412355.4272778,0.5,16.0,28.191967010498047,3074,53.36685562133789
1578412355.433274,2.5,13.0,27.00971794128418,3074,53.36685562133789
1578412355.44327,2.5,13.0,27.00971794128418,3074,53.36685562133789
1578412355.450265,184.5,340.0,31.468338012695312,3074,53.36685562133789
1578412355.4602594,184.5,340.0,31.468338012695312,3074,53.36685562133789
1578412355.4692538,4.5,10.0,30.500099182128906,3074,53.36685562133789
1578412355.4762516,180.5,336.0,43.139408111572266,3074,53.36685562133789
1578412355.481249,180.5,336.0,43.139408111572266,3074,53.36685562133789
1578412355.4902444,180.5,336.0,43.139408111572266,3074,53.36685562133789
1578412355.4962409,4.5,11.0,30.339921951293945,3074,53.36685562133789
1578412355.5062358,4.5,11.0,30.339921951293945,3074,53.36685562133789
1578412355.5132334,181.5,340.0,36.417816162109375,3074,53.36685562133789
1578412355.524226,181.5,340.0,36.417816162109375,3074,53.36685562133789
1578412355.53222,3.5,12.0,29.711271286010742,3074,53.36685562133789
1578412355.5392187,1.5,17.0,26.67146873474121,3074,53.36685562133789
1578412355.5462127,1.5,17.0,26.67146873474121,3074,53.36685562133789
1578412355.5552092,2.5,11.0,30.009422302246094,3074,53.36685562133789
1578412355.5612044,2.5,11.0,30.009422302246094,3074,53.36685562133789
1578412355.5702007,2.5,11.0,30.009422302246094,3074,53.36685562133789
1578412355.5771964,3.5,10.0,29.517044067382812,3074,53.36685562133789
1578412355.5861912,3.5,10.0,29.517044067382812,3074,53.36685562133789
1578412355.5931873,183.5,339.0,33.81208038330078,3074,53.36685562133789
1578412355.6021829,183.5,339.0,33.81208038330078,3074,53.36685562133789
1578412355.6081808,3.5,12.0,28.79300880432129,3074,53.36685562133789
1578412355.619175,3.5,12.0,28.79300880432129,3074,53.36685562133789
1578412355.6251717,0.5,15.0,28.328092575073242,3074,53.36685562133789
1578412355.634166,0.5,15.0,28.328092575073242,3074,53.36685562133789
1578412355.6411636,3.5,13.0,27.543081283569336,3074,53.36685562133789
1578412355.6501567,3.5,13.0,27.543081283569336,3074,53.36685562133789
1578412355.657154,1.5,10.0,28.05758285522461,3074,53.36685562133789
1578412355.6671476,1.5,10.0,28.05758285522461,3074,53.36685562133789
1578412355.6741445,3.5,9.0,28.160354614257812,3074,53.36685562133789
1578412355.682139,180.5,337.0,42.47950744628906,3074,53.36685562133789
1578412355.6891363,180.5,337.0,42.47950744628906,3074,53.36685562133789
1578412355.6981318,180.5,337.0,42.47950744628906,3074,53.36685562133789
1578412355.7041287,178.5,337.0,43.18574523925781,3074,53.36685562133789
1578412355.714123,178.5,337.0,43.18574523925781,3074,53.36685562133789
1578412355.72012,4.5,8.0,27.41795539855957,3074,53.36685562133789
1578412355.730114,4.5,8.0,27.41795539855957,3074,53.36685562133789
1578412355.7361107,4.5,7.0,27.409038543701172,3074,53.36685562133789
1578412355.746106,4.5,7.0,27.409038543701172,3074,53.36685562133789
1578412355.7521024,3.5,9.0,27.06645393371582,3074,53.36685562133789
