Time,X Coord,Y Coord,Radius,Framenumber,FPS
1580199291.0487616,nan,nan,nan,112,62.29112312563508
1580199291.082743,nan,nan,nan,112,62.29112312563508
1580199291.1027317,nan,nan,nan,112,62.29112312563508
1580199291.1187243,nan,nan,nan,112,62.29112312563508
1580199291.1347141,nan,nan,nan,112,62.29112312563508
1580199291.149706,nan,nan,nan,112,62.29112312563508
1580199291.1756916,nan,nan,nan,112,62.29112312563508
1580199291.193682,nan,nan,nan,112,62.29112312563508
1580199291.207675,nan,nan,nan,112,62.29112312563508
1580199291.2226658,nan,nan,nan,112,62.29112312563508
1580199291.2436545,nan,nan,nan,112,62.29112312563508
1580199291.2576482,nan,nan,nan,112,62.29112312563508
1580199291.2776356,nan,nan,nan,112,62.29112312563508
1580199291.3006234,nan,nan,nan,112,62.29112312563508
1580199291.310617,nan,nan,nan,112,62.29112312563508
1580199291.32361,nan,nan,nan,112,62.29112312563508
1580199291.3406005,nan,nan,nan,112,62.29112312563508
1580199291.3545933,nan,nan,nan,112,62.29112312563508
1580199291.3705862,nan,nan,nan,112,62.29112312563508
1580199291.3875747,nan,nan,nan,112,62.29112312563508
1580199291.4045658,nan,nan,nan,112,62.29112312563508
1580199291.4175584,nan,nan,nan,112,62.29112312563508
1580199291.4335496,nan,nan,nan,112,62.29112312563508
1580199291.4495406,nan,nan,nan,112,62.29112312563508
1580199291.4635472,nan,nan,nan,112,62.29112312563508
1580199291.4805236,nan,nan,nan,112,62.29112312563508
1580199291.4975142,nan,nan,nan,112,62.29112312563508
1580199291.5135052,nan,nan,nan,112,62.29112312563508
1580199291.5274985,nan,nan,nan,112,62.29112312563508
1580199291.5454879,nan,nan,nan,112,62.29112312563508
1580199291.5594797,nan,nan,nan,112,62.29112312563508
1580199291.5754735,nan,nan,nan,112,62.29112312563508
1580199291.5864673,nan,nan,nan,112,62.29112312563508
1580199291.5964599,nan,nan,nan,112,62.29112312563508
1580199291.6124508,nan,nan,nan,112,62.29112312563508
1580199291.6264431,nan,nan,nan,112,62.29112312563508
1580199291.6394386,nan,nan,nan,112,62.29112312563508
1580199291.654428,nan,nan,nan,112,62.29112312563508
1580199291.6704192,nan,nan,nan,112,62.29112312563508
1580199291.6864104,nan,nan,nan,112,62.29112312563508
1580199291.7034009,nan,nan,nan,112,62.29112312563508
1580199291.7183928,nan,nan,nan,112,62.29112312563508
1580199291.734384,nan,nan,nan,112,62.29112312563508
1580199291.752374,nan,nan,nan,112,62.29112312563508
1580199291.7663662,nan,nan,nan,112,62.29112312563508
1580199291.7843585,nan,nan,nan,112,62.29112312563508
1580199291.8013465,nan,nan,nan,112,62.29112312563508
1580199291.8173378,nan,nan,nan,112,62.29112312563508
1580199291.8343294,nan,nan,nan,112,62.29112312563508
1580199291.8523192,nan,nan,nan,112,62.29112312563508
1580199291.8643122,nan,nan,nan,112,62.29112312563508
1580199291.8803031,nan,nan,nan,112,62.29112312563508
1580199291.897294,nan,nan,nan,112,62.29112312563508
1580199291.9122858,nan,nan,nan,112,62.29112312563508
1580199291.9292767,nan,nan,nan,112,62.29112312563508
1580199291.9452674,nan,nan,nan,112,62.29112312563508
1580199291.9592597,nan,nan,nan,112,62.29112312563508
1580199291.9762506,nan,nan,nan,112,62.29112312563508
1580199291.9922414,nan,nan,nan,112,62.29112312563508
1580199292.0072339,nan,nan,nan,112,62.29112312563508
1580199292.0222254,nan,nan,nan,112,62.29112312563508
1580199292.0392158,nan,nan,nan,112,62.29112312563508
1580199292.0522084,nan,nan,nan,112,62.29112312563508
1580199292.064202,nan,nan,nan,112,62.29112312563508
1580199292.073201,nan,nan,nan,112,62.29112312563508
1580199292.0891886,nan,nan,nan,112,62.29112312563508
1580199292.1031806,nan,nan,nan,112,62.29112312563508
1580199292.1181724,nan,nan,nan,112,62.29112312563508
1580199292.1341636,nan,nan,nan,112,62.29112312563508
1580199292.1501548,nan,nan,nan,112,62.29112312563508
1580199292.1671453,nan,nan,nan,112,62.29112312563508
1580199292.1811845,nan,nan,nan,112,62.29112312563508
1580199292.1971288,nan,nan,nan,112,62.29112312563508
1580199292.2121205,nan,nan,nan,112,62.29112312563508
1580199292.2251134,nan,nan,nan,112,62.29112312563508
1580199292.236107,nan,nan,nan,112,62.29112312563508
1580199292.2520988,nan,nan,nan,112,62.29112312563508
1580199292.2640927,nan,nan,nan,112,62.29112312563508
1580199292.2810824,nan,nan,nan,112,62.29112312563508
1580199292.2970734,nan,nan,nan,112,62.29112312563508
1580199292.3130648,nan,nan,nan,112,62.29112312563508
1580199292.326058,nan,nan,nan,112,62.29112312563508
1580199292.343048,nan,nan,nan,112,62.29112312563508
1580199292.3610384,nan,nan,nan,112,62.29112312563508
1580199292.3780293,nan,nan,nan,112,62.29112312563508
1580199292.3950272,nan,nan,nan,112,62.29112312563508
1580199292.409012,nan,nan,nan,112,62.29112312563508
1580199292.422005,nan,nan,nan,112,62.29112312563508
1580199292.4389954,nan,nan,nan,112,62.29112312563508
1580199292.4539874,nan,nan,nan,112,62.29112312563508
1580199292.4699786,nan,nan,nan,112,62.29112312563508
1580199292.4889677,nan,nan,nan,112,62.29112312563508
1580199292.5049593,nan,nan,nan,112,62.29112312563508
1580199292.5209513,nan,nan,nan,112,62.29112312563508
1580199292.5359447,nan,nan,nan,112,62.29112312563508
1580199292.5529323,nan,nan,nan,112,62.29112312563508
1580199292.5679252,nan,nan,nan,112,62.29112312563508
1580199292.5839183,nan,nan,nan,112,62.29112312563508
1580199292.6009092,nan,nan,nan,112,62.29112312563508
1580199292.6148982,nan,nan,nan,112,62.29112312563508
1580199292.6328883,nan,nan,nan,112,62.29112312563508
1580199292.6478806,nan,nan,nan,112,62.29112312563508
1580199292.6638713,nan,nan,nan,112,62.29112312563508
1580199292.6768663,nan,nan,nan,112,62.29112312563508
1580199292.6918561,nan,nan,nan,112,62.29112312563508
1580199292.7018511,nan,nan,nan,112,62.29112312563508
1580199292.7148433,nan,nan,nan,112,62.29112312563508
1580199292.7318342,nan,nan,nan,112,62.29112312563508
1580199292.7538218,nan,nan,nan,112,62.29112312563508
1580199292.7648156,nan,nan,nan,112,62.29112312563508
1580199292.778808,nan,nan,nan,112,62.29112312563508
1580199292.797798,nan,nan,nan,112,62.29112312563508
