Time,X Coord,Y Coord,Radius
1578055507.5489838,199.5,351.0,6.5193023681640625
1578055507.5579789,199.5,351.0,6.5193023681640625
1578055507.5659926,182.5,353.0,6.96429443359375
1578055507.5759687,182.5,353.0,6.96429443359375
1578055507.5839655,199.5,292.0,4.272101879119873
1578055507.5929594,199.5,292.0,3.6401548385620117
1578055507.6019542,199.5,292.0,3.8079864978790283
1578055507.609951,182.5,353.0,6.946321964263916
1578055507.6189475,199.5,292.0,4.609872341156006
1578055507.6259437,199.5,292.0,4.527792930603027
1578055507.634951,199.5,292.0,4.527792930603027
1578055507.6409357,182.5,351.0,9.013978004455566
1578055507.6509295,182.5,351.0,9.013978004455566
1578055507.6579258,182.5,353.0,6.946321964263916
1578055507.667925,182.5,353.0,6.946321964263916
1578055507.6769173,199.5,292.0,3.8079864978790283
1578055507.68691,199.5,292.0,3.8079864978790283
1578055507.6949053,182.5,354.0,5.590270042419434
1578055507.7039003,182.5,354.0,5.590270042419434
1578055507.7108965,199.5,292.0,3.6401548385620117
1578055507.7206216,199.5,292.0,4.272101879119873
1578055507.7276175,199.5,292.0,4.272101879119873
1578055507.7366123,199.5,292.0,3.7166171073913574
1578055507.744609,199.5,292.0,3.7166171073913574
1578055507.753603,199.5,292.0,4.527792930603027
1578055507.7625978,199.5,292.0,4.527792930603027
1578055507.770594,199.5,292.0,3.8079864978790283
1578055507.7795887,199.5,292.0,3.8079864978790283
1578055507.7865846,181.5,355.0,4.954827785491943
1578055507.7965791,199.5,292.0,4.272101879119873
1578055507.8035748,182.5,352.0,8.062357902526855
1578055507.8155687,182.5,352.0,8.062357902526855
1578055507.8225656,182.5,354.0,6.066517353057861
1578055507.8335586,182.5,354.0,6.066517353057861
1578055507.8425536,199.5,292.0,4.272101879119873
1578055507.8495498,182.5,353.0,6.9848551750183105
1578055507.8575454,182.5,353.0,6.9848551750183105
1578055507.865541,182.5,353.0,6.708303928375244
1578055507.8735363,182.5,353.0,6.708303928375244
1578055507.8825314,182.5,353.0,6.500100135803223
1578055507.891526,182.5,353.0,6.500100135803223
1578055507.8995218,199.5,292.0,4.527792930603027
1578055507.9105155,199.5,292.0,4.527792930603027
1578055507.9185112,199.5,292.0,3.8079864978790283
1578055507.929505,199.5,292.0,3.8079864978790283
1578055507.9385,183.5,351.0,9.394247055053711
1578055507.9454958,199.5,292.0,4.527792930603027
1578055507.9544907,199.5,292.0,4.527792930603027
1578055507.9624867,182.5,354.0,6.066517353057861
1578055507.9734807,182.5,354.0,6.066517353057861
1578055507.9804766,199.5,352.0,6.576573371887207
1578055507.9914706,199.5,352.0,6.576573371887207
1578055507.9984665,181.5,354.0,7.1801557540893555
1578055508.0084622,181.5,354.0,7.1801557540893555
1578055508.0174563,198.5,292.0,4.609872341156006
1578055508.0254514,182.5,351.0,8.732224464416504
1578055508.0324473,182.5,351.0,8.732224464416504
1578055508.0414426,199.5,292.0,4.272101879119873
