Time,Z-Coordinate,PID Output
1581942226.327373,12.0,nan
1581942226.3513596,12.0,nan
1581942226.3793426,12.0,nan
1581942226.4253168,12.0,nan
1581942226.4612963,12.0,nan
1581942226.484283,12.0,nan
1581942226.5042706,12.0,nan
1581942226.515264,12.0,nan
1581942226.5302553,12.0,nan
1581942226.5472453,12.0,nan
1581942226.5642388,12.0,nan
1581942226.5852234,12.0,nan
1581942226.6052127,11.0,nan
1581942226.644195,11.0,nan
1581942226.6671765,11.0,nan
1581942226.6951602,11.0,nan
1581942226.7141554,11.0,nan
1581942226.732139,11.0,nan
1581942226.7551253,11.0,nan
1581942226.7811103,11.0,nan
1581942226.8130918,11.0,nan
1581942226.8390772,10.0,nan
1581942226.860065,10.0,nan
1581942226.8900483,10.0,nan
1581942226.9171305,10.0,nan
1581942226.933113,10.0,nan
1581942226.9521017,10.0,nan
1581942226.9630957,10.0,nan
1581942226.9850824,10.0,nan
1581942227.005017,9.0,nan
1581942227.0289884,9.0,nan
1581942227.0492742,9.0,nan
1581942227.0652642,9.0,nan
1581942227.0773005,9.0,nan
1581942227.0952947,9.0,nan
1581942227.1131117,8.0,nan
1581942227.1291027,8.0,nan
1581942227.1540883,8.0,nan
1581942227.1760755,8.0,nan
1581942227.199089,8.0,nan
1581942227.223075,7.0,nan
1581942227.2450833,7.0,nan
1581942227.2721133,7.0,nan
1581942227.287106,7.0,nan
1581942227.3040981,6.0,nan
1581942227.3211174,6.0,nan
1581942227.3401067,6.0,nan
1581942227.3620994,6.0,nan
1581942227.380161,6.0,nan
1581942227.4011493,6.0,nan
1581942227.4181395,6.0,nan
1581942227.4354148,5.0,nan
1581942227.4494064,6.0,nan
1581942227.4653983,6.0,nan
1581942227.4833953,6.0,nan
1581942227.50521,6.0,nan
1581942227.5271971,6.0,nan
1581942227.5542908,6.0,nan
1581942227.580274,6.0,nan
1581942227.610257,7.0,nan
1581942227.6362417,7.0,nan
1581942227.6562302,7.0,nan
1581942227.6852138,7.0,nan
1581942227.7052026,8.0,nan
1581942227.7351859,8.0,nan
1581942227.7511756,8.0,nan
1581942227.7652092,9.0,nan
1581942227.7954135,9.0,nan
1581942227.8144026,9.0,nan
1581942227.8423867,9.0,nan
1581942227.8613756,9.0,nan
1581942227.8833642,9.0,nan
1581942227.9003544,10.0,nan
1581942227.9195578,10.0,nan
1581942227.9455428,10.0,nan
1581942227.96853,10.0,nan
1581942227.9935153,10.0,nan
1581942228.0095074,10.0,nan
1581942228.0244975,10.0,nan
1581942228.0404882,10.0,nan
1581942228.0564811,11.0,nan
1581942228.0724695,11.0,nan
