Time,Z-Coordinate,PID Output
1581501266.8715398,5.109088710346114,nan
1581501266.8985238,9.488307604928497,nan
1581501266.919512,7.298698157637306,nan
1581501266.9345038,6.568828341873575,nan
1581501266.9504943,5.8389585261098444,nan
1581501266.9654858,7.298698157637306,nan
1581501266.981476,7.298698157637306,nan
1581501266.9954681,8.028567973401037,nan
1581501267.0104606,8.758437789164768,nan
1581501267.0264504,7.298698157637306,nan
1581501267.0424418,8.028567973401037,nan
1581501267.0564332,6.568828341873575,nan
1581501267.0694253,7.298698157637306,nan
1581501267.0844178,6.568828341873575,nan
1581501267.0994084,8.028567973401037,nan
1581501267.116399,8.028567973401037,nan
1581501267.1323903,8.028567973401037,nan
1581501267.147381,8.758437789164768,nan
1581501267.1643715,7.298698157637306,nan
1581501267.1803641,6.568828341873575,nan
1581501267.197352,6.568828341873575,nan
1581501267.2133427,8.028567973401037,nan
1581501267.2273357,8.758437789164768,nan
1581501267.2393289,8.028567973401037,nan
1581501267.253321,8.758437789164768,nan
1581501267.2683115,8.758437789164768,nan
1581501267.2813036,8.758437789164768,nan
1581501267.294297,9.488307604928497,nan
1581501267.308288,7.298698157637306,nan
1581501267.3232799,8.028567973401037,nan
1581501267.3402717,7.298698157637306,nan
1581501267.3522627,7.298698157637306,nan
1581501267.3662558,7.298698157637306,nan
1581501267.3822458,7.298698157637306,nan
1581501267.3972375,8.758437789164768,nan
1581501267.412229,10.218177420692228,nan
1581501267.4252205,9.488307604928497,nan
1581501267.4402125,8.758437789164768,nan
1581501267.4552033,7.298698157637306,nan
1581501267.4681966,8.028567973401037,nan
1581501267.4821887,7.298698157637306,nan
1581501267.4952693,8.028567973401037,nan
1581501267.5082612,8.028567973401037,nan
1581501267.5212538,8.758437789164768,nan
1581501267.5332475,8.758437789164768,nan
1581501267.54624,8.758437789164768,nan
1581501267.5602314,8.028567973401037,nan
1581501267.5722258,8.758437789164768,nan
1581501267.590715,8.758437789164768,nan
1581501267.6057065,8.028567973401037,nan
1581501267.6196988,8.028567973401037,nan
1581501267.6336906,9.488307604928497,nan
1581501267.6456845,9.488307604928497,nan
1581501267.656677,10.218177420692228,nan
1581501267.6706693,9.488307604928497,nan
1581501267.68666,9.488307604928497,nan
1581501267.7016518,8.028567973401037,nan
1581501267.7156441,8.028567973401037,nan
1581501267.729635,7.298698157637306,nan
1581501267.7416282,7.298698157637306,nan
1581501267.7546208,8.028567973401037,nan
1581501267.7696123,10.218177420692228,nan
1581501267.7836041,10.218177420692228,nan
1581501267.799595,10.218177420692228,nan
1581501267.8125882,8.758437789164768,nan
1581501267.8265798,8.758437789164768,nan
1581501267.839573,8.028567973401037,nan
1581501267.8545632,8.028567973401037,nan
1581501267.868556,8.028567973401037,nan
1581501267.881548,9.488307604928497,nan
1581501267.8945403,8.758437789164768,nan
1581501267.909532,8.758437789164768,nan
1581501267.9225252,8.758437789164768,nan
1581501267.935518,8.028567973401037,nan
1581501267.9475102,8.028567973401037,nan
1581501267.9645011,8.028567973401037,nan
1581501267.9804926,8.028567973401037,nan
1581501267.9937925,8.028567973401037,nan
1581501268.006784,8.028567973401037,nan
1581501268.0197766,8.028567973401037,nan
1581501268.0347676,8.028567973401037,nan
1581501268.0457616,8.758437789164768,nan
1581501268.0577545,8.758437789164768,nan
1581501268.071746,8.758437789164768,nan
