framenumber,X Coord,Y Coord,Radius
1,674.0,514.0,119.45694732666016
1,674.0,514.0,119.45694732666016
1,674.0,514.0,119.45694732666016
1,674.0,514.0,119.45694732666016
1,674.0,514.0,119.45694732666016
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,669.0,451.0,249.6366729736328
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,516.0,104.43266296386719
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,684.0,510.0,129.52703857421875
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,676.0,508.0,114.50208282470703
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,672.0,443.0,273.5030822753906
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,669.0,436.0,285.9126281738281
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,672.0,509.0,126.2644271850586
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,513.0,108.32022857666016
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,681.0,521.0,109.3991928100586
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,675.0,504.0,91.89204406738281
1,668.0,514.0,111.77218627929688
1,668.0,514.0,111.77218627929688
1,668.0,514.0,111.77218627929688
1,668.0,514.0,111.77218627929688
1,668.0,514.0,111.77218627929688
1,668.0,514.0,111.77218627929688
1,668.0,514.0,111.77218627929688
1,668.0,514.0,111.77218627929688
1,668.0,514.0,111.77218627929688
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,685.0,515.0,103.27935028076172
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,509.0,125.06907653808594
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,676.0,514.0,120.75287628173828
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,680.0,516.0,123.57638549804688
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
1,692.0,514.0,109.01126098632812
