framenumber,X Coord,Y Coord,Diameter
1.0,249.0,376.0,76.11309051513672
2.0,249.0,376.0,78.8709945678711
3.0,248.0,378.0,76.50349426269531
4.0,248.0,378.0,76.50349426269531
5.0,248.0,378.0,76.50349426269531
6.0,248.0,378.0,76.50349426269531
7.0,244.0,374.0,81.14503479003906
8.0,244.0,374.0,81.14503479003906
9.0,244.0,374.0,81.14503479003906
10.0,244.0,374.0,81.14503479003906
11.0,244.0,374.0,77.09515380859375
12.0,244.0,374.0,77.09515380859375
13.0,244.0,374.0,77.09515380859375
14.0,244.0,374.0,77.09515380859375
15.0,244.0,374.0,77.09515380859375
16.0,245.0,379.0,76.27591705322266
17.0,245.0,379.0,76.27591705322266
18.0,245.0,379.0,76.27591705322266
19.0,245.0,379.0,76.27591705322266
20.0,245.0,379.0,76.27591705322266
21.0,245.0,379.0,76.27591705322266
22.0,241.0,381.0,80.1889419555664
23.0,241.0,381.0,80.1889419555664
24.0,241.0,381.0,80.1889419555664
25.0,241.0,381.0,80.1889419555664
26.0,241.0,381.0,80.1889419555664
27.0,245.0,380.0,84.38018798828125
28.0,245.0,380.0,84.38018798828125
29.0,245.0,380.0,84.38018798828125
30.0,245.0,380.0,84.38018798828125
31.0,245.0,380.0,84.38018798828125
32.0,245.0,382.0,74.09652709960938
33.0,245.0,382.0,74.09652709960938
34.0,245.0,382.0,74.09652709960938
35.0,245.0,382.0,74.09652709960938
36.0,245.0,382.0,74.09652709960938
37.0,245.0,381.0,79.51836395263672
38.0,245.0,381.0,79.51836395263672
39.0,245.0,381.0,79.51836395263672
40.0,245.0,381.0,79.51836395263672
41.0,245.0,381.0,79.51836395263672
42.0,245.0,383.0,79.0728530883789
43.0,245.0,383.0,79.0728530883789
44.0,245.0,383.0,79.0728530883789
45.0,245.0,383.0,79.0728530883789
46.0,245.0,383.0,79.0728530883789
47.0,247.0,380.0,76.69755554199219
48.0,247.0,380.0,76.69755554199219
49.0,247.0,380.0,76.69755554199219
50.0,247.0,380.0,76.69755554199219
51.0,250.0,383.0,84.12055206298828
52.0,250.0,383.0,84.12055206298828
53.0,250.0,383.0,84.12055206298828
54.0,250.0,383.0,84.12055206298828
55.0,250.0,383.0,84.12055206298828
56.0,246.0,383.0,81.20662689208984
57.0,246.0,383.0,81.20662689208984
58.0,246.0,383.0,81.20662689208984
59.0,246.0,383.0,81.20662689208984
60.0,246.0,383.0,81.20662689208984
61.0,248.0,384.0,79.1629409790039
62.0,248.0,384.0,79.1629409790039
63.0,248.0,384.0,79.1629409790039
64.0,248.0,384.0,79.1629409790039
65.0,248.0,384.0,79.1629409790039
66.0,246.0,378.0,77.1300277709961
67.0,246.0,378.0,77.1300277709961
68.0,246.0,378.0,77.1300277709961
69.0,246.0,378.0,77.1300277709961
70.0,244.0,384.0,78.40533447265625
71.0,244.0,384.0,78.40533447265625
72.0,244.0,384.0,78.40533447265625
73.0,244.0,384.0,78.40533447265625
74.0,244.0,384.0,78.40533447265625
75.0,246.0,384.0,76.37430572509766
76.0,246.0,384.0,76.37430572509766
77.0,246.0,384.0,76.37430572509766
78.0,246.0,384.0,76.37430572509766
79.0,246.0,384.0,76.37430572509766
80.0,246.0,384.0,76.37430572509766
81.0,246.0,384.0,84.2927474975586
82.0,246.0,384.0,84.2927474975586
83.0,246.0,384.0,84.2927474975586
84.0,246.0,384.0,84.2927474975586
85.0,246.0,384.0,84.2927474975586
86.0,242.0,383.0,78.95094299316406
87.0,242.0,383.0,78.95094299316406
88.0,242.0,383.0,78.95094299316406
89.0,242.0,383.0,78.95094299316406
90.0,242.0,383.0,78.95094299316406
91.0,242.0,385.0,82.42127227783203
92.0,242.0,385.0,82.42127227783203
93.0,242.0,385.0,82.42127227783203
94.0,242.0,385.0,82.42127227783203
95.0,242.0,385.0,82.42127227783203
96.0,245.0,386.0,79.54093933105469
97.0,245.0,386.0,79.54093933105469
98.0,245.0,386.0,79.54093933105469
99.0,245.0,386.0,79.54093933105469
100.0,245.0,380.0,78.64110565185547
101.0,245.0,380.0,78.64110565185547
102.0,245.0,380.0,78.64110565185547
103.0,245.0,380.0,78.64110565185547
104.0,245.0,380.0,78.64110565185547
105.0,242.0,387.0,77.5347900390625
106.0,242.0,387.0,77.5347900390625
107.0,242.0,387.0,77.5347900390625
108.0,242.0,387.0,77.5347900390625
109.0,243.0,387.0,78.12348175048828
110.0,243.0,387.0,78.12348175048828
111.0,243.0,387.0,78.12348175048828
112.0,243.0,387.0,78.12348175048828
113.0,243.0,387.0,78.12348175048828
114.0,247.0,386.0,83.17761993408203
115.0,247.0,386.0,83.17761993408203
116.0,247.0,386.0,83.17761993408203
117.0,247.0,386.0,83.17761993408203
118.0,247.0,386.0,83.17761993408203
119.0,244.0,387.0,82.51222229003906
120.0,244.0,387.0,82.51222229003906
121.0,244.0,387.0,82.51222229003906
122.0,244.0,387.0,82.51222229003906
123.0,244.0,387.0,82.51222229003906
124.0,246.0,387.0,81.62423706054688
125.0,246.0,387.0,81.62423706054688
126.0,246.0,387.0,81.62423706054688
127.0,246.0,387.0,81.62423706054688
128.0,247.0,388.0,82.67113494873047
129.0,247.0,388.0,82.67113494873047
130.0,247.0,388.0,82.67113494873047
131.0,247.0,388.0,82.67113494873047
132.0,247.0,388.0,82.67113494873047
133.0,254.0,387.0,80.98929595947266
134.0,254.0,387.0,80.98929595947266
135.0,254.0,387.0,80.98929595947266
136.0,254.0,387.0,80.98929595947266
137.0,254.0,387.0,80.98929595947266
138.0,254.0,387.0,80.98929595947266
139.0,254.0,387.0,80.98929595947266
140.0,254.0,388.0,80.61466979980469
141.0,254.0,388.0,80.61466979980469
142.0,254.0,388.0,80.61466979980469
143.0,254.0,388.0,80.61466979980469
144.0,265.0,387.0,81.1042709350586
145.0,265.0,387.0,81.1042709350586
146.0,265.0,387.0,81.1042709350586
147.0,265.0,387.0,81.1042709350586
148.0,274.0,388.0,74.82256317138672
149.0,274.0,388.0,74.82256317138672
150.0,274.0,388.0,74.82256317138672
151.0,274.0,388.0,74.82256317138672
152.0,274.0,388.0,74.82256317138672
153.0,287.0,384.0,79.0359878540039
154.0,287.0,384.0,79.0359878540039
155.0,287.0,384.0,79.0359878540039
156.0,287.0,384.0,79.0359878540039
157.0,304.0,388.0,76.30540466308594
158.0,304.0,388.0,76.30540466308594
159.0,304.0,388.0,76.30540466308594
160.0,304.0,388.0,76.30540466308594
161.0,304.0,388.0,76.30540466308594
162.0,321.0,385.0,80.02184295654297
163.0,321.0,385.0,80.02184295654297
164.0,321.0,385.0,80.02184295654297
165.0,321.0,385.0,80.02184295654297
166.0,321.0,385.0,80.02184295654297
167.0,332.0,388.0,79.8138198852539
168.0,332.0,388.0,79.8138198852539
169.0,332.0,388.0,79.8138198852539
170.0,332.0,388.0,79.8138198852539
171.0,347.0,390.0,81.42337036132812
172.0,347.0,390.0,81.42337036132812
173.0,347.0,390.0,81.42337036132812
174.0,347.0,390.0,81.42337036132812
175.0,347.0,390.0,81.42337036132812
176.0,359.0,392.0,84.76152801513672
177.0,359.0,392.0,84.76152801513672
178.0,359.0,392.0,84.76152801513672
179.0,359.0,392.0,84.76152801513672
180.0,359.0,392.0,84.76152801513672
181.0,360.0,390.0,87.47151947021484
182.0,360.0,390.0,87.47151947021484
183.0,360.0,390.0,87.47151947021484
184.0,360.0,390.0,87.47151947021484
185.0,367.0,389.0,80.20137786865234
186.0,367.0,389.0,80.20137786865234
187.0,367.0,389.0,80.20137786865234
188.0,367.0,389.0,80.20137786865234
189.0,367.0,389.0,80.20137786865234
190.0,361.0,384.0,84.3401870727539
191.0,361.0,384.0,84.3401870727539
192.0,361.0,384.0,84.3401870727539
193.0,361.0,384.0,84.3401870727539
194.0,361.0,384.0,84.3401870727539
195.0,361.0,384.0,84.3401870727539
196.0,361.0,384.0,84.3401870727539
197.0,361.0,378.0,80.87409210205078
198.0,361.0,378.0,80.87409210205078
199.0,361.0,378.0,80.87409210205078
200.0,361.0,378.0,80.87409210205078
201.0,361.0,378.0,80.87409210205078
202.0,365.0,374.0,83.7913589477539
203.0,365.0,374.0,83.7913589477539
204.0,365.0,374.0,83.7913589477539
205.0,365.0,374.0,83.7913589477539
206.0,370.0,370.0,84.8673324584961
207.0,370.0,370.0,84.8673324584961
208.0,370.0,370.0,84.8673324584961
209.0,370.0,370.0,84.8673324584961
210.0,370.0,370.0,84.8673324584961
211.0,374.0,366.0,83.08917999267578
212.0,374.0,366.0,83.08917999267578
213.0,374.0,366.0,83.08917999267578
214.0,374.0,366.0,83.08917999267578
215.0,373.0,362.0,85.16160583496094
216.0,373.0,362.0,85.16160583496094
217.0,373.0,362.0,85.16160583496094
218.0,373.0,362.0,85.16160583496094
219.0,373.0,362.0,85.16160583496094
220.0,375.0,351.0,85.85858917236328
221.0,375.0,351.0,85.85858917236328
222.0,375.0,351.0,85.85858917236328
223.0,375.0,351.0,85.85858917236328
224.0,373.0,347.0,81.32125091552734
225.0,373.0,347.0,81.32125091552734
226.0,373.0,347.0,81.32125091552734
227.0,373.0,347.0,81.32125091552734
228.0,373.0,347.0,81.32125091552734
229.0,369.0,341.0,84.05550384521484
230.0,369.0,341.0,84.05550384521484
231.0,369.0,341.0,84.05550384521484
232.0,369.0,341.0,84.05550384521484
233.0,369.0,341.0,84.05550384521484
234.0,367.0,334.0,86.09597778320312
235.0,367.0,334.0,86.09597778320312
236.0,367.0,334.0,86.09597778320312
237.0,367.0,334.0,86.09597778320312
238.0,367.0,327.0,80.72673797607422
239.0,367.0,327.0,80.72673797607422
240.0,367.0,327.0,80.72673797607422
241.0,367.0,327.0,80.72673797607422
242.0,367.0,327.0,80.72673797607422
243.0,366.0,322.0,84.24051666259766
244.0,366.0,322.0,84.24051666259766
245.0,366.0,322.0,84.24051666259766
246.0,366.0,322.0,84.24051666259766
247.0,369.0,317.0,88.30213928222656
248.0,369.0,317.0,88.30213928222656
249.0,369.0,317.0,88.30213928222656
250.0,369.0,317.0,88.30213928222656
251.0,369.0,317.0,88.30213928222656
252.0,369.0,317.0,88.30213928222656
253.0,369.0,317.0,88.30213928222656
254.0,369.0,317.0,88.30213928222656
255.0,367.0,311.0,84.18144989013672
256.0,367.0,311.0,84.18144989013672
257.0,367.0,311.0,84.18144989013672
258.0,367.0,311.0,84.18144989013672
259.0,367.0,311.0,84.18144989013672
