Time,X Coord,Y Coord,Z Coord,Radius,Framenumber,FPS
1581502347.8961399,43.37555118056796,2.9194792630549222,4.419633451648792,28.28437042236328,859,75.83912147396643
1581502347.918127,78.55971708091484,0.0,5.4858276050348005,26.966625213623047,859,75.83912147396643
1581502347.948109,52.31416794164707,-8.758437789164768,11.557434269049276,29.187700271606445,859,75.83912147396643
1581502347.9660993,67.85835938979815,-9.488307604928497,14.887405827972211,28.484609603881836,859,75.83912147396643
1581502347.9800918,109.10028763727759,1.4597396315274611,8.29197900775787,25.884199142456055,859,75.83912147396643
1581502347.9960816,116.6105879293379,9.488307604928497,7.187729039203584,24.611148834228516,859,75.83912147396643
1581502348.0100741,76.08780445030762,14.597396315274612,10.228715151144929,24.6541690826416,859,75.83912147396643
1581502348.026064,58.44664888001692,8.758437789164768,6.145229696955897,27.478872299194336,859,75.83912147396643
1581502348.0400558,92.98970384664229,0.0,1.9592241446552858,29.620981216430664,859,75.83912147396643
1581502348.0560482,72.52433399335443,-3.649349078818653,6.051765979178575,30.034807205200195,859,75.83912147396643
1581502348.078034,13.571671877959629,-2.189609447291192,7.601278817357821,27.73565101623535,859,75.83912147396643
1581502348.0960243,107.54833957560204,-0.7298698157637306,8.244596280628144,25.93270492553711,859,75.83912147396643
1581502348.1100156,132.98174143848354,-2.189609447291192,9.915373181512393,25.83176040649414,859,75.83912147396643
1581502348.125008,72.96222135892056,-4.379218894582384,9.891561126109599,26.627901077270508,859,75.83912147396643
1581502348.1369998,53.03958691896435,-4.379218894582384,9.891561126109599,28.179622650146484,859,75.83912147396643
1581502348.1539907,32.15949605027959,-0.7298698157637306,7.07169785449197,28.390424728393555,859,75.83912147396643
1581502348.1719806,25.706890606251303,6.568828341873575,6.042353343594246,26.252809524536133,859,75.83912147396643
1581502348.186972,64.5477922371642,12.40778686798342,8.72330003351946,25.008193969726562,859,75.83912147396643
1581502348.2029622,73.50408596592382,10.218177420692228,7.197636723519597,25.38652229309082,859,75.83912147396643
1581502348.2189548,47.473234099446486,2.189609447291192,3.8454617499606027,27.47865104675293,859,75.83912147396643
1581502348.2319465,41.5483999845582,-5.109088710346114,8.259948352534833,29.68037223815918,859,75.83912147396643
1581502348.245937,36.085193882036,-8.758437789164768,11.557434269049276,30.38962745666504,859,75.83912147396643
1581502348.2589307,30.830063833841518,-5.8389585261098444,10.977719867836612,27.655920028686523,859,75.83912147396643
1581502348.2719226,87.19027990274512,-5.8389585261098444,10.254564666561606,27.655920028686523,859,75.83912147396643
1581502348.284915,147.28860638688957,-1.4597396315274611,7.903270126772639,25.981767654418945,859,75.83912147396643
1581502348.2989082,159.0512503081412,0.7298698157637306,7.8535425549357685,25.22381591796875,859,75.83912147396643
1581502348.312899,136.72315660608461,2.189609447291192,7.217920197029915,25.134193420410156,859,75.83912147396643
1581502348.326891,66.3628398586961,2.9194792630549222,6.223018246151477,27.215984344482422,859,75.83912147396643
1581502348.3378847,63.390625350175824,5.109088710346114,4.756538963197934,28.425350189208984,859,75.83912147396643
1581502348.3518765,65.91284419813499,5.109088710346114,3.5988183617597986,28.425350189208984,859,75.83912147396643
1581502348.3658714,70.58881937956076,8.758437789164768,6.145229696955897,27.789485931396484,859,75.83912147396643
1581502348.3808603,29.771168760256323,9.488307604928497,6.655329817742321,26.098468780517578,859,75.83912147396643
1581502348.3958519,53.12871714348128,5.8389585261098444,4.378626419676431,26.13648796081543,859,75.83912147396643
