Time,X Coord,Y Coord,Radius
1578059426.3818054,-35.5,4.0,21.427331924438477
1578059426.4017942,-38.5,6.0,21.377656936645508
1578059426.4117887,-38.5,6.0,21.377656936645508
1578059426.4207826,-44.5,0.0,22.36077880859375
1578059426.4297774,-34.5,8.0,22.14168930053711
1578059426.4417706,-34.5,8.0,22.14168930053711
1578059426.451765,-45.5,-2.0,19.594257354736328
1578059426.4627585,-33.5,3.0,19.327680587768555
1578059426.473752,-33.5,3.0,19.327680587768555
1578059426.4807482,-41.5,4.0,16.505369186401367
1578059426.491743,-39.5,-4.0,18.66825294494629
1578059426.4997375,-39.5,-4.0,18.66825294494629
1578059426.5077336,-39.5,8.0,19.666179656982422
1578059426.5157292,-39.5,8.0,19.666179656982422
1578059426.5237243,-37.5,-5.0,22.918254852294922
1578059426.532719,-37.5,-5.0,22.918254852294922
1578059426.540715,-42.5,5.0,21.10104751586914
1578059426.5477107,-42.5,5.0,21.10104751586914
1578059426.555706,-39.5,5.0,22.94023895263672
1578059426.5627015,-39.5,5.0,22.94023895263672
1578059426.570697,-37.5,-1.0,20.012596130371094
1578059426.577693,-37.5,-1.0,20.012596130371094
1578059426.5856888,-45.5,7.0,21.295812606811523
1578059426.5926852,-45.5,7.0,21.295812606811523
1578059426.6016803,-45.5,7.0,21.295812606811523
1578059426.609676,-36.5,4.0,17.592023849487305
1578059426.6186721,-40.5,3.0,15.005974769592285
1578059426.6256666,-40.5,3.0,15.005974769592285
1578059426.634662,-40.5,9.0,16.84515953063965
1578059426.6426575,-40.5,9.0,16.84515953063965
1578059426.6506522,-35.5,5.0,22.704343795776367
1578059426.6576495,-35.5,5.0,22.704343795776367
1578059426.6666436,-46.5,2.0,21.222240447998047
1578059426.6736405,-46.5,2.0,21.222240447998047
1578059426.6826339,-32.5,14.0,20.124710083007812
1578059426.6896307,-32.5,14.0,20.124710083007812
1578059426.6986253,-32.5,14.0,20.124710083007812
1578059426.7046213,-42.5,3.0,21.22745132446289
1578059426.7136166,-42.5,3.0,21.22745132446289
1578059426.7206142,-39.5,0.0,19.962617874145508
1578059426.7306085,-39.5,0.0,19.962617874145508
1578059426.7366037,-38.5,11.0,19.45197868347168
1578059426.7455988,-38.5,11.0,19.45197868347168
1578059426.7525947,-31.5,-8.0,18.848176956176758
1578059426.761591,-31.5,-8.0,18.848176956176758
1578059426.7685852,-43.5,9.0,18.027854919433594
1578059426.7775803,-43.5,9.0,18.027854919433594
1578059426.7855759,-35.5,11.0,18.927593231201172
1578059426.7945707,-37.5,-2.0,21.476831436157227
1578059426.801568,-37.5,-2.0,21.476831436157227
1578059426.809563,-37.5,-2.0,21.476831436157227
1578059426.8165593,-45.5,6.0,18.471511840820312
1578059426.825554,-45.5,6.0,18.471511840820312
1578059426.8335488,-32.5,7.0,22.69921875
1578059426.8425438,-44.5,0.0,17.970947265625
1578059426.850539,-44.5,0.0,17.970947265625
1578059426.8595343,-36.5,12.0,22.36077880859375
1578059426.8655303,-36.5,12.0,22.36077880859375
1578059426.8745255,-39.5,6.0,19.38381576538086
1578059426.8825214,-39.5,6.0,19.38381576538086
1578059426.8915164,-41.5,3.0,19.782264709472656
1578059426.900511,-41.5,3.0,19.782264709472656
1578059426.9085076,-36.5,9.0,23.162569046020508
1578059426.9175017,-36.5,9.0,23.162569046020508
1578059426.9254987,-42.5,1.0,18.815780639648438
1578059426.9354918,-42.5,1.0,18.815780639648438
1578059426.9434884,-40.5,9.0,21.87494659423828
1578059426.9544806,-40.5,9.0,21.87494659423828
1578059426.9614766,-37.5,9.0,20.556133270263672
1578059426.9704711,-42.5,-8.0,17.16244888305664
1578059426.9784665,-42.5,-8.0,17.16244888305664
1578059426.9864624,-43.5,15.0,17.945877075195312
1578059426.995457,-43.5,15.0,17.945877075195312
1578059427.004453,-39.5,4.0,21.70895767211914
1578059427.0124485,-39.5,4.0,21.70895767211914
1578059427.019444,-36.5,-5.0,17.91189193725586
1578059427.0264397,-36.5,-5.0,17.91189193725586
1578059427.0344355,-45.5,13.0,20.891048431396484
1578059427.0414321,-45.5,13.0,20.891048431396484
1578059427.050426,-35.5,-7.0,23.048959732055664
1578059427.057422,-35.5,-7.0,23.048959732055664
1578059427.0664172,-41.5,0.0,21.783119201660156
1578059427.0744128,-41.5,0.0,21.783119201660156
1578059427.0824082,-41.5,0.0,21.783119201660156
1578059427.0904036,-40.5,13.0,22.561126708984375
1578059427.0983987,-38.5,-14.0,20.651975631713867
1578059427.1053956,-38.5,-14.0,20.651975631713867
1578059427.1143894,-45.5,5.0,21.10104751586914
1578059427.1203868,-45.5,5.0,21.10104751586914
1578059427.1303825,-45.5,5.0,21.10104751586914
1578059427.1373792,-34.5,6.0,20.003934860229492
1578059427.1463726,-34.5,6.0,20.003934860229492
1578059427.1543674,-41.5,-6.0,20.396177291870117
1578059427.1623635,-39.5,12.0,21.230257034301758
1578059427.1703584,-39.5,12.0,21.230257034301758
1578059427.1793537,-38.5,-1.0,22.77632713317871
1578059427.18535,-38.5,-1.0,22.77632713317871
1578059427.1953452,-41.5,-6.0,21.714265823364258
1578059427.2023406,-41.5,-6.0,21.714265823364258
1578059427.2113354,-37.5,9.0,21.476831436157227
1578059427.2203305,-37.5,9.0,21.476831436157227
1578059427.2283266,-36.5,-3.0,20.718473434448242
1578059427.2383301,-36.5,-3.0,20.718473434448242
1578059427.2483141,-40.5,2.0,18.554075241088867
1578059427.2583086,-40.5,2.0,18.554075241088867
1578059427.2683032,-40.5,4.0,20.892175674438477
1578059427.2752988,-38.5,-5.0,21.644960403442383
1578059427.2842941,-38.5,-5.0,21.644960403442383
1578059427.2922897,-42.5,8.0,21.881174087524414
1578059427.3022838,-42.5,8.0,21.881174087524414
1578059427.3112793,-36.5,4.0,22.36077880859375
1578059427.3222733,-36.5,4.0,22.36077880859375
1578059427.3302684,-42.5,-4.0,22.67717933654785
1578059427.3402622,-39.5,9.0,22.760602951049805
1578059427.3512561,-39.5,9.0,22.760602951049805
1578059427.3602514,-39.5,-6.0,21.708393096923828
1578059427.3702457,-39.5,-6.0,21.708393096923828
1578059427.3782408,-39.5,2.0,20.66577911376953
1578059427.3862364,-44.5,9.0,22.369043350219727
1578059427.3932328,-44.5,9.0,22.369043350219727
1578059427.402227,-44.5,9.0,22.369043350219727
1578059427.4092233,-38.5,-5.0,21.377656936645508
1578059427.4182189,-38.5,-5.0,21.377656936645508
1578059427.4252145,-38.5,5.0,18.173295974731445
1578059427.4342098,-38.5,5.0,18.173295974731445
1578059427.4412057,-41.5,5.0,16.92976951599121
1578059427.4502008,-41.5,5.0,16.92976951599121
1578059427.457197,-39.5,-5.0,20.743074417114258
1578059427.4661918,-39.5,-5.0,20.743074417114258
1578059427.4731874,-40.5,8.0,22.852888107299805
1578059427.4821825,-42.5,-3.0,22.961118698120117
1578059427.489179,-42.5,-3.0,22.961118698120117
1578059427.4981732,-42.5,-3.0,22.961118698120117
1578059427.50417,-39.5,4.0,20.743093490600586
1578059427.5131674,-39.5,4.0,20.743093490600586
1578059427.5201607,-38.5,9.0,20.012596130371094
1578059427.5291557,-38.5,9.0,20.012596130371094
1578059427.538151,-41.5,1.0,18.908588409423828
1578059427.5471463,-37.5,9.0,19.17943572998047
1578059427.5571399,-37.5,9.0,19.17943572998047
1578059427.566135,-42.5,4.0,17.86766815185547
1578059427.5791278,-42.5,4.0,17.86766815185547
1578059427.5861242,-39.5,0.0,17.93805503845215
1578059427.5951185,-39.5,7.0,16.06583595275879
1578059427.6041133,-39.5,7.0,16.06583595275879
1578059427.6131094,-44.5,3.0,16.919023513793945
