framenumber,X Coord,Y Coord,Diameter
1.0,411.0,190.0,36.48408508300781
2.0,409.0,196.0,34.532691955566406
3.0,409.0,196.0,34.532691955566406
4.0,402.0,185.0,35.37128829956055
5.0,405.0,192.0,35.2360725402832
6.0,405.0,192.0,35.2360725402832
7.0,406.0,200.0,33.53366470336914
8.0,406.0,200.0,33.53366470336914
9.0,401.0,188.0,38.32090759277344
10.0,406.0,187.0,33.24163818359375
11.0,406.0,187.0,33.24163818359375
12.0,407.0,189.0,35.401649475097656
13.0,407.0,189.0,35.401649475097656
14.0,388.0,188.0,12.986509323120117
15.0,388.0,188.0,12.986509323120117
16.0,403.0,188.0,37.566707611083984
17.0,400.0,187.0,36.979461669921875
18.0,400.0,187.0,36.979461669921875
19.0,423.0,193.0,20.796733856201172
20.0,423.0,193.0,20.796733856201172
21.0,400.0,190.0,38.26897430419922
22.0,399.0,187.0,37.12173843383789
23.0,399.0,187.0,37.12173843383789
24.0,388.0,206.0,12.560447692871094
25.0,388.0,206.0,12.560447692871094
26.0,403.0,188.0,34.48197937011719
27.0,403.0,188.0,34.48197937011719
28.0,404.0,202.0,33.305503845214844
29.0,404.0,202.0,33.305503845214844
30.0,411.0,189.0,35.30723190307617
31.0,411.0,189.0,35.30723190307617
32.0,403.0,189.0,35.843528747558594
33.0,403.0,189.0,35.843528747558594
34.0,402.0,188.0,34.18425750732422
35.0,402.0,188.0,34.18425750732422
36.0,403.0,187.0,36.69524002075195
37.0,403.0,187.0,36.69524002075195
38.0,398.0,197.0,31.819904327392578
39.0,402.0,187.0,34.169105529785156
40.0,402.0,187.0,34.169105529785156
41.0,399.0,188.0,33.620792388916016
42.0,399.0,188.0,33.620792388916016
43.0,390.0,196.0,29.52974510192871
44.0,390.0,196.0,29.52974510192871
45.0,415.0,188.0,30.732818603515625
46.0,396.0,191.0,37.39397430419922
47.0,396.0,191.0,37.39397430419922
48.0,428.0,191.0,6.032564163208008
49.0,425.0,196.0,13.647443771362305
50.0,425.0,196.0,13.647443771362305
51.0,403.0,189.0,34.73120880126953
52.0,403.0,189.0,34.73120880126953
53.0,399.0,205.0,27.518274307250977
54.0,401.0,190.0,35.80029296875
55.0,401.0,190.0,35.80029296875
56.0,408.0,192.0,34.30024337768555
57.0,408.0,192.0,34.30024337768555
58.0,407.0,171.0,27.06028938293457
59.0,407.0,171.0,27.06028938293457
60.0,399.0,206.0,12.795205116271973
61.0,399.0,206.0,12.795205116271973
62.0,397.0,190.0,35.672218322753906
63.0,397.0,190.0,35.672218322753906
64.0,403.0,186.0,34.722896575927734
65.0,386.0,196.0,5.02503776550293
66.0,386.0,196.0,5.02503776550293
67.0,391.0,204.0,23.26487922668457
68.0,391.0,204.0,23.26487922668457
69.0,405.0,201.0,33.42538833618164
70.0,405.0,201.0,33.42538833618164
71.0,402.0,190.0,32.009986877441406
72.0,401.0,190.0,37.10951232910156
73.0,401.0,190.0,37.10951232910156
74.0,403.0,187.0,36.218509674072266
75.0,416.0,207.0,6.103377819061279
76.0,416.0,207.0,6.103377819061279
77.0,391.0,170.0,21.545520782470703
78.0,391.0,170.0,21.545520782470703
79.0,403.0,185.0,34.927589416503906
80.0,394.0,203.0,27.856876373291016
81.0,394.0,203.0,27.856876373291016
