framenumber,X Coord,Y Coord,Diameter
1.0,0.0,0.0,9.999999747378752e-05
2.0,0.0,0.0,9.999999747378752e-05
3.0,0.0,0.0,9.999999747378752e-05
4.0,0.0,0.0,9.999999747378752e-05
5.0,0.0,0.0,9.999999747378752e-05
6.0,0.0,0.0,9.999999747378752e-05
7.0,0.0,0.0,9.999999747378752e-05
8.0,0.0,0.0,9.999999747378752e-05
9.0,0.0,0.0,9.999999747378752e-05
10.0,0.0,0.0,9.999999747378752e-05
11.0,0.0,0.0,9.999999747378752e-05
12.0,0.0,0.0,9.999999747378752e-05
13.0,0.0,0.0,9.999999747378752e-05
14.0,0.0,0.0,9.999999747378752e-05
15.0,0.0,0.0,9.999999747378752e-05
16.0,0.0,0.0,9.999999747378752e-05
17.0,0.0,0.0,9.999999747378752e-05
18.0,0.0,0.0,9.999999747378752e-05
19.0,0.0,0.0,9.999999747378752e-05
20.0,0.0,0.0,9.999999747378752e-05
21.0,0.0,0.0,9.999999747378752e-05
22.0,0.0,0.0,9.999999747378752e-05
23.0,0.0,0.0,9.999999747378752e-05
24.0,0.0,0.0,9.999999747378752e-05
25.0,0.0,0.0,9.999999747378752e-05
26.0,0.0,0.0,9.999999747378752e-05
27.0,0.0,0.0,9.999999747378752e-05
28.0,0.0,0.0,9.999999747378752e-05
29.0,0.0,0.0,9.999999747378752e-05
30.0,0.0,0.0,9.999999747378752e-05
31.0,0.0,0.0,9.999999747378752e-05
32.0,0.0,0.0,9.999999747378752e-05
33.0,0.0,0.0,9.999999747378752e-05
34.0,0.0,0.0,9.999999747378752e-05
35.0,0.0,0.0,9.999999747378752e-05
36.0,0.0,0.0,9.999999747378752e-05
37.0,0.0,0.0,9.999999747378752e-05
38.0,0.0,0.0,9.999999747378752e-05
39.0,0.0,0.0,9.999999747378752e-05
40.0,0.0,0.0,9.999999747378752e-05
41.0,0.0,0.0,9.999999747378752e-05
42.0,0.0,0.0,9.999999747378752e-05
43.0,0.0,0.0,9.999999747378752e-05
44.0,0.0,0.0,9.999999747378752e-05
45.0,0.0,0.0,9.999999747378752e-05
46.0,0.0,0.0,9.999999747378752e-05
47.0,0.0,0.0,9.999999747378752e-05
48.0,0.0,0.0,9.999999747378752e-05
49.0,0.0,0.0,9.999999747378752e-05
50.0,0.0,0.0,9.999999747378752e-05
51.0,0.0,0.0,9.999999747378752e-05
52.0,0.0,0.0,9.999999747378752e-05
53.0,0.0,0.0,9.999999747378752e-05
54.0,0.0,0.0,9.999999747378752e-05
55.0,0.0,0.0,9.999999747378752e-05
56.0,0.0,0.0,9.999999747378752e-05
57.0,0.0,0.0,9.999999747378752e-05
58.0,0.0,0.0,9.999999747378752e-05
59.0,0.0,0.0,9.999999747378752e-05
60.0,0.0,0.0,9.999999747378752e-05
61.0,0.0,0.0,9.999999747378752e-05
62.0,0.0,0.0,9.999999747378752e-05
63.0,0.0,0.0,9.999999747378752e-05
64.0,0.0,0.0,9.999999747378752e-05
65.0,0.0,0.0,9.999999747378752e-05
66.0,0.0,0.0,9.999999747378752e-05
67.0,0.0,0.0,9.999999747378752e-05
68.0,0.0,0.0,9.999999747378752e-05
69.0,0.0,0.0,9.999999747378752e-05
70.0,0.0,0.0,9.999999747378752e-05
71.0,0.0,0.0,9.999999747378752e-05
72.0,0.0,0.0,9.999999747378752e-05
73.0,0.0,0.0,9.999999747378752e-05
74.0,0.0,0.0,9.999999747378752e-05
75.0,0.0,0.0,9.999999747378752e-05
76.0,0.0,0.0,9.999999747378752e-05
77.0,0.0,0.0,9.999999747378752e-05
78.0,0.0,0.0,9.999999747378752e-05
79.0,0.0,0.0,9.999999747378752e-05
80.0,0.0,0.0,9.999999747378752e-05
81.0,0.0,0.0,9.999999747378752e-05
82.0,0.0,0.0,9.999999747378752e-05
83.0,0.0,0.0,9.999999747378752e-05
84.0,0.0,0.0,9.999999747378752e-05
85.0,0.0,0.0,9.999999747378752e-05
86.0,0.0,0.0,9.999999747378752e-05
87.0,0.0,0.0,9.999999747378752e-05
88.0,0.0,0.0,9.999999747378752e-05
89.0,0.0,0.0,9.999999747378752e-05
90.0,0.0,0.0,9.999999747378752e-05
91.0,0.0,0.0,9.999999747378752e-05
92.0,0.0,0.0,9.999999747378752e-05
93.0,0.0,0.0,9.999999747378752e-05
94.0,0.0,0.0,9.999999747378752e-05
95.0,0.0,0.0,9.999999747378752e-05
96.0,0.0,0.0,9.999999747378752e-05
97.0,0.0,0.0,9.999999747378752e-05
98.0,0.0,0.0,9.999999747378752e-05
99.0,0.0,0.0,9.999999747378752e-05
100.0,0.0,0.0,9.999999747378752e-05
101.0,0.0,0.0,9.999999747378752e-05
102.0,0.0,0.0,9.999999747378752e-05
103.0,0.0,0.0,9.999999747378752e-05
104.0,0.0,0.0,9.999999747378752e-05
105.0,0.0,0.0,9.999999747378752e-05
106.0,0.0,0.0,9.999999747378752e-05
107.0,0.0,0.0,9.999999747378752e-05
108.0,0.0,0.0,9.999999747378752e-05
109.0,0.0,0.0,9.999999747378752e-05
110.0,0.0,0.0,9.999999747378752e-05
111.0,0.0,0.0,9.999999747378752e-05
112.0,0.0,0.0,9.999999747378752e-05
113.0,0.0,0.0,9.999999747378752e-05
114.0,0.0,0.0,9.999999747378752e-05
115.0,0.0,0.0,9.999999747378752e-05
116.0,0.0,0.0,9.999999747378752e-05
117.0,0.0,0.0,9.999999747378752e-05
118.0,0.0,0.0,9.999999747378752e-05
119.0,0.0,0.0,9.999999747378752e-05
120.0,0.0,0.0,9.999999747378752e-05
121.0,0.0,0.0,9.999999747378752e-05
122.0,0.0,0.0,9.999999747378752e-05
123.0,0.0,0.0,9.999999747378752e-05
124.0,0.0,0.0,9.999999747378752e-05
125.0,0.0,0.0,9.999999747378752e-05
126.0,0.0,0.0,9.999999747378752e-05
127.0,0.0,0.0,9.999999747378752e-05
128.0,0.0,0.0,9.999999747378752e-05
129.0,0.0,0.0,9.999999747378752e-05
130.0,0.0,0.0,9.999999747378752e-05
131.0,0.0,0.0,9.999999747378752e-05
132.0,0.0,0.0,9.999999747378752e-05
133.0,0.0,0.0,9.999999747378752e-05
134.0,0.0,0.0,9.999999747378752e-05
135.0,0.0,0.0,9.999999747378752e-05
136.0,0.0,0.0,9.999999747378752e-05
137.0,0.0,0.0,9.999999747378752e-05
138.0,0.0,0.0,9.999999747378752e-05
139.0,0.0,0.0,9.999999747378752e-05
140.0,0.0,0.0,9.999999747378752e-05
141.0,0.0,0.0,9.999999747378752e-05
142.0,0.0,0.0,9.999999747378752e-05
143.0,0.0,0.0,9.999999747378752e-05
144.0,0.0,0.0,9.999999747378752e-05
145.0,0.0,0.0,9.999999747378752e-05
146.0,0.0,0.0,9.999999747378752e-05
147.0,0.0,0.0,9.999999747378752e-05
148.0,0.0,0.0,9.999999747378752e-05
149.0,0.0,0.0,9.999999747378752e-05
150.0,0.0,0.0,9.999999747378752e-05
151.0,0.0,0.0,9.999999747378752e-05
152.0,0.0,0.0,9.999999747378752e-05
153.0,0.0,0.0,9.999999747378752e-05
154.0,0.0,0.0,9.999999747378752e-05
155.0,0.0,0.0,9.999999747378752e-05
156.0,0.0,0.0,9.999999747378752e-05
157.0,0.0,0.0,9.999999747378752e-05
158.0,0.0,0.0,9.999999747378752e-05
159.0,0.0,0.0,9.999999747378752e-05
160.0,0.0,0.0,9.999999747378752e-05
161.0,0.0,0.0,9.999999747378752e-05
162.0,0.0,0.0,9.999999747378752e-05
163.0,0.0,0.0,9.999999747378752e-05
164.0,0.0,0.0,9.999999747378752e-05
165.0,0.0,0.0,9.999999747378752e-05
166.0,0.0,0.0,9.999999747378752e-05
167.0,0.0,0.0,9.999999747378752e-05
168.0,0.0,0.0,9.999999747378752e-05
169.0,0.0,0.0,9.999999747378752e-05
170.0,0.0,0.0,9.999999747378752e-05
171.0,0.0,0.0,9.999999747378752e-05
172.0,0.0,0.0,9.999999747378752e-05
173.0,0.0,0.0,9.999999747378752e-05
174.0,0.0,0.0,0.5001000165939331
175.0,0.0,0.0,0.5001000165939331
176.0,0.0,0.0,0.5001000165939331
177.0,0.0,0.0,0.5001000165939331
178.0,0.0,0.0,0.5001000165939331
179.0,0.0,0.0,0.5001000165939331
180.0,0.0,0.0,1.000100016593933
181.0,0.0,0.0,0.5001000165939331
182.0,0.0,0.0,0.5001000165939331
183.0,0.0,0.0,0.5001000165939331
184.0,0.0,0.0,0.5001000165939331
185.0,0.0,0.0,0.5001000165939331
186.0,0.0,0.0,0.5001000165939331
187.0,0.0,0.0,0.5001000165939331
188.0,0.0,0.0,0.5001000165939331
189.0,0.0,0.0,0.5001000165939331
190.0,0.0,0.0,0.5001000165939331
191.0,0.0,0.0,0.5001000165939331
192.0,0.0,0.0,0.5001000165939331
193.0,47.0,298.0,6.500100135803223
194.0,0.0,0.0,1.000100016593933
195.0,0.0,0.0,1.000100016593933
196.0,0.0,0.0,1.000100016593933
197.0,0.0,0.0,1.000100016593933
198.0,0.0,0.0,9.999999747378752e-05
199.0,0.0,0.0,9.999999747378752e-05
200.0,0.0,0.0,9.999999747378752e-05
201.0,0.0,0.0,1.000100016593933
202.0,0.0,0.0,1.000100016593933
203.0,0.0,0.0,1.000100016593933
204.0,0.0,0.0,1.000100016593933
205.0,0.0,0.0,0.5001000165939331
206.0,0.0,0.0,0.5001000165939331
207.0,0.0,0.0,0.5001000165939331
208.0,0.0,0.0,0.5001000165939331
209.0,0.0,0.0,0.5001000165939331
210.0,0.0,0.0,1.500100016593933
211.0,0.0,0.0,1.500100016593933
212.0,0.0,0.0,1.500100016593933
213.0,0.0,0.0,1.500100016593933
214.0,0.0,0.0,1.500100016593933
215.0,0.0,0.0,1.500100016593933
216.0,0.0,0.0,1.500100016593933
217.0,0.0,0.0,2.549609661102295
218.0,0.0,0.0,2.549609661102295
219.0,0.0,0.0,2.549609661102295
220.0,0.0,0.0,2.549609661102295
221.0,0.0,0.0,2.549609661102295
222.0,159.0,136.0,3.0414812564849854
223.0,159.0,136.0,3.0414812564849854
224.0,0.0,0.0,9.999999747378752e-05
225.0,0.0,0.0,9.999999747378752e-05
226.0,0.0,0.0,9.999999747378752e-05
227.0,0.0,0.0,1.000100016593933
228.0,0.0,0.0,1.000100016593933
229.0,0.0,0.0,1.000100016593933
230.0,0.0,0.0,1.000100016593933
