Time,Z-Coordinate,PID Output
1578662112.8763072,4.5,104.16357420842978
1578662112.889298,2.5,-394.0081265981481
1578662112.9032826,2.5,34.973756551742554
1578662112.9192734,2.5,35.173640727996826
1578662112.9352643,2.5,35.3735249042511
1578662112.9502559,3.5,237.68901657348925
1578662112.9660747,3.5,37.77621352672577
1578662112.984064,4.5,206.96541803103193
1578662112.9980574,3.5,-161.87391661888415
1578662113.0140471,3.5,38.45508050918579
1578662113.032037,2.5,-150.96488441080874
1578662113.0490277,1.5,-131.89643066408678
1578662113.0650184,1.5,35.057223439216614
1578662113.0800097,1.5,35.229625940322876
1578662113.0960016,1.5,35.413524866104126
1578662113.111992,1.5,35.58605074882507
1578662113.1279836,0.5,-142.91728789210003
1578662113.1439734,1.5,236.02123234208614
1578662113.1589653,1.5,36.12064445018768
1578662113.1779547,1.5,36.32751977443695
1578662113.1909492,1.5,36.476937651634216
1578662113.2059488,1.5,36.6493456363678
1578662113.2229292,0.5,-141.74231231304287
1578662113.2409198,1.5,203.7995231500331
1578662113.2549112,0.5,-164.92425706409392
1578662113.2739003,0.5,35.37043106555939
1578662113.287893,0.5,35.527894616127014
1578662113.3038836,1.5,225.3735456310896
1578662113.3198745,1.5,37.884135723114014
1578662113.336865,3.5,358.11145993525895
1578662113.3488593,2.5,-209.82709819119674
1578662113.3688471,2.5,40.540265679359436
1578662113.383838,1.5,-175.7096246862909
1578662113.4028287,1.5,38.91956543922424
1578662113.4178414,0.5,-150.53517912702256
1578662113.4328249,0.5,37.223875641822815
1578662113.4438045,0.5,37.36030316352844
1578662113.4587958,0.5,37.51771414279938
1578662113.4767933,1.5,216.28563641978906
1578662113.4927778,2.5,229.50486926857167
1578662113.5087671,2.5,42.12537169456482
1578662113.5287564,2.5,42.36272931098938
1578662113.5407515,0.5,-423.29297720328964
1578662113.5557408,0.5,38.65656781196594
1578662113.5727308,0.5,38.82447052001953
1578662113.5887234,1.5,217.58991777988552
1578662113.6057153,1.5,41.20376205444336
1578662113.620704,1.5,41.38765823841095
1578662113.634697,0.5,-174.86525643361173
1578662113.649688,0.5,39.691978454589844
1578662113.6626806,1.5,272.73322798161405
1578662113.672675,2.5,344.1240586343861
1578662113.686667,2.5,44.128732204437256
1578662113.7016606,2.5,44.316129207611084
1578662113.7186487,1.5,-134.05853831859707
1578662113.7336426,1.5,42.683921575546265
1578662113.7486315,2.5,232.49524770141667
1578662113.7676225,2.5,45.0
1578662113.7816138,2.5,45.0
1578662113.7956052,2.5,45.0
1578662113.8135982,1.5,-144.60025643701638
