Time,X Coord,Y Coord,Radius,Framenumber,FPS
1578662648.7787805,nan,nan,nan,494,99.30406744635772
1578662648.789774,nan,nan,nan,494,99.30406744635772
1578662648.809763,nan,nan,nan,494,99.30406744635772
1578662648.8197567,nan,nan,nan,494,99.30406744635772
1578662648.8297508,nan,nan,nan,494,99.30406744635772
1578662648.840746,nan,nan,nan,494,99.30406744635772
1578662648.84974,nan,nan,nan,494,99.30406744635772
1578662648.8717282,nan,nan,nan,494,99.30406744635772
1578662648.8927155,nan,nan,nan,494,99.30406744635772
1578662648.901711,nan,nan,nan,494,99.30406744635772
1578662648.9097066,nan,nan,nan,494,99.30406744635772
1578662648.9177022,nan,nan,nan,494,99.30406744635772
1578662648.9386907,nan,nan,nan,494,99.30406744635772
1578662648.9466856,nan,nan,nan,494,99.30406744635772
1578662648.957679,nan,nan,nan,494,99.30406744635772
1578662648.9666739,nan,nan,nan,494,99.30406744635772
1578662648.9756691,nan,nan,nan,494,99.30406744635772
1578662648.9846647,nan,nan,nan,494,99.30406744635772
1578662648.9976573,nan,nan,nan,494,99.30406744635772
1578662649.0096602,nan,nan,nan,494,99.30406744635772
1578662649.0276396,nan,nan,nan,494,99.30406744635772
1578662649.0356355,nan,nan,nan,494,99.30406744635772
1578662649.0436306,nan,nan,nan,494,99.30406744635772
1578662649.053625,nan,nan,nan,494,99.30406744635772
1578662649.066618,nan,nan,nan,494,99.30406744635772
1578662649.075612,nan,nan,nan,494,99.30406744635772
1578662649.084607,nan,nan,nan,494,99.30406744635772
1578662649.093605,nan,nan,nan,494,99.30406744635772
1578662649.1035962,nan,nan,nan,494,99.30406744635772
1578662649.112592,nan,nan,nan,494,99.30406744635772
1578662649.1325805,nan,nan,nan,494,99.30406744635772
1578662649.138577,nan,nan,nan,494,99.30406744635772
1578662649.145573,nan,nan,nan,494,99.30406744635772
1578662649.1545682,nan,nan,nan,494,99.30406744635772
1578662649.1635628,nan,nan,nan,494,99.30406744635772
1578662649.170559,nan,nan,nan,494,99.30406744635772
1578662649.190548,nan,nan,nan,494,99.30406744635772
1578662649.1985438,nan,nan,nan,494,99.30406744635772
1578662649.2065384,nan,nan,nan,494,99.30406744635772
1578662649.2155328,nan,nan,nan,494,99.30406744635772
1578662649.2235296,nan,nan,nan,494,99.30406744635772
1578662649.2455175,nan,nan,nan,494,99.30406744635772
1578662649.2565103,nan,nan,nan,494,99.30406744635772
1578662649.2655056,nan,nan,nan,494,99.30406744635772
1578662649.2735004,nan,nan,nan,494,99.30406744635772
1578662649.2824953,nan,nan,nan,494,99.30406744635772
1578662649.2914908,nan,nan,nan,494,99.30406744635772
1578662649.3054824,nan,nan,nan,494,99.30406744635772
1578662649.3254738,nan,nan,nan,494,99.30406744635772
1578662649.336465,nan,nan,nan,494,99.30406744635772
1578662649.347459,nan,nan,nan,494,99.30406744635772
1578662649.357453,nan,nan,nan,494,99.30406744635772
1578662649.3664486,nan,nan,nan,494,99.30406744635772
1578662649.3774416,nan,nan,nan,494,99.30406744635772
1578662649.3994298,nan,nan,nan,494,99.30406744635772
1578662649.4074244,nan,nan,nan,494,99.30406744635772
1578662649.4154205,nan,nan,nan,494,99.30406744635772
1578662649.4234164,nan,nan,nan,494,99.30406744635772
1578662649.432413,nan,nan,nan,494,99.30406744635772
1578662649.4404066,nan,nan,nan,494,99.30406744635772
1578662649.4523993,nan,nan,nan,494,99.30406744635772
1578662649.464393,nan,nan,nan,494,99.30406744635772
1578662649.4743867,nan,nan,nan,494,99.30406744635772
1578662649.4823823,nan,nan,nan,494,99.30406744635772
1578662649.4933765,nan,nan,nan,494,99.30406744635772
1578662649.5013716,nan,nan,nan,494,99.30406744635772
1578662649.5093668,nan,nan,nan,494,99.30406744635772
1578662649.517362,nan,nan,nan,494,99.30406744635772
1578662649.5263588,nan,nan,nan,494,99.30406744635772
1578662649.5363514,nan,nan,nan,494,99.30406744635772
1578662649.5463457,nan,nan,nan,494,99.30406744635772
1578662649.5563405,nan,nan,nan,494,99.30406744635772
1578662649.564337,nan,nan,nan,494,99.30406744635772
1578662649.5733309,nan,nan,nan,494,99.30406744635772
1578662649.5803266,nan,nan,nan,494,99.30406744635772
1578662649.5883229,nan,nan,nan,494,99.30406744635772
1578662649.59632,nan,nan,nan,494,99.30406744635772
1578662649.604314,nan,nan,nan,494,99.30406744635772
1578662649.6163068,nan,nan,nan,494,99.30406744635772
1578662649.6243024,nan,nan,nan,494,99.30406744635772
1578662649.6342962,nan,nan,nan,494,99.30406744635772
1578662649.6442983,nan,nan,nan,494,99.30406744635772
1578662649.6522863,nan,nan,nan,494,99.30406744635772
