X Coord,Y Coord,Radius
176.0,569.0,106.3403549194336
171.0,569.0,119.10614776611328
171.0,569.0,119.10614776611328
175.0,570.0,108.26020050048828
175.0,570.0,108.26020050048828
175.0,570.0,108.26020050048828
175.0,570.0,108.26020050048828
175.0,570.0,108.26020050048828
167.0,570.0,118.12820434570312
167.0,570.0,118.12820434570312
167.0,570.0,118.12820434570312
173.0,570.0,116.43033599853516
173.0,570.0,116.43033599853516
173.0,570.0,116.43033599853516
173.0,570.0,116.43033599853516
173.0,570.0,116.43033599853516
174.0,569.0,116.88679504394531
174.0,569.0,116.88679504394531
174.0,569.0,116.88679504394531
415.0,119.0,129.45408630371094
415.0,119.0,129.45408630371094
415.0,119.0,129.45408630371094
415.0,119.0,129.45408630371094
415.0,119.0,129.33621215820312
415.0,119.0,129.33621215820312
415.0,119.0,129.33621215820312
174.0,569.0,109.82951354980469
174.0,569.0,109.82951354980469
174.0,569.0,109.82951354980469
174.0,569.0,109.82951354980469
174.0,569.0,109.82951354980469
172.0,569.0,120.67528533935547
172.0,569.0,120.67528533935547
177.0,568.0,113.81793975830078
177.0,568.0,113.81793975830078
177.0,568.0,113.81793975830078
177.0,568.0,113.81793975830078
177.0,568.0,113.81793975830078
416.0,120.0,128.99256896972656
416.0,120.0,128.99256896972656
416.0,120.0,128.99256896972656
170.0,570.0,113.53423309326172
170.0,570.0,113.53423309326172
170.0,570.0,113.53423309326172
170.0,570.0,113.53423309326172
170.0,570.0,113.53423309326172
172.0,569.0,115.2444076538086
172.0,569.0,115.2444076538086
172.0,569.0,115.2444076538086
415.0,122.0,130.06422424316406
415.0,122.0,130.06422424316406
415.0,122.0,130.06422424316406
415.0,122.0,130.06422424316406
415.0,122.0,130.06422424316406
415.0,122.0,130.06422424316406
171.0,569.0,121.64815521240234
171.0,569.0,121.64815521240234
177.0,568.0,114.43785858154297
177.0,568.0,114.43785858154297
177.0,568.0,114.43785858154297
177.0,568.0,114.43785858154297
177.0,568.0,114.43785858154297
168.0,569.0,124.40267181396484
168.0,569.0,124.40267181396484
168.0,569.0,124.40267181396484
415.0,120.0,124.70732116699219
415.0,120.0,124.70732116699219
415.0,120.0,124.70732116699219
415.0,120.0,124.70732116699219
415.0,120.0,124.70732116699219
175.0,568.0,112.17852783203125
175.0,568.0,112.17852783203125
175.0,568.0,112.17852783203125
415.0,119.0,125.30137634277344
415.0,119.0,125.30137634277344
415.0,119.0,125.30137634277344
415.0,119.0,125.30137634277344
415.0,119.0,125.30137634277344
415.0,119.0,125.30137634277344
177.0,569.0,106.98518371582031
177.0,569.0,106.98518371582031
177.0,569.0,106.98518371582031
170.0,568.0,121.99702453613281
170.0,568.0,121.99702453613281
170.0,568.0,121.99702453613281
170.0,568.0,121.99702453613281
170.0,568.0,121.99702453613281
171.0,569.0,118.80455780029297
171.0,569.0,118.80455780029297
171.0,569.0,118.80455780029297
174.0,569.0,110.75433349609375
174.0,569.0,110.75433349609375
174.0,569.0,110.75433349609375
174.0,569.0,110.75433349609375
174.0,569.0,110.75433349609375
457.0,112.0,119.24343872070312
457.0,112.0,119.24343872070312
457.0,112.0,119.24343872070312
457.0,112.0,119.24343872070312
414.0,118.0,125.07665252685547
414.0,118.0,125.07665252685547
414.0,118.0,125.07665252685547
414.0,118.0,125.07665252685547
414.0,118.0,125.07665252685547
414.0,120.0,128.66665649414062
414.0,120.0,128.66665649414062
414.0,120.0,128.66665649414062
414.0,120.0,128.66665649414062
178.0,570.0,122.12400817871094
178.0,570.0,122.12400817871094
178.0,570.0,122.12400817871094
178.0,570.0,122.12400817871094
176.0,569.0,119.87712097167969
176.0,569.0,119.87712097167969
176.0,569.0,119.87712097167969
175.0,569.0,120.31739044189453
175.0,569.0,120.31739044189453
175.0,569.0,120.31739044189453
175.0,569.0,120.31739044189453
175.0,569.0,120.31739044189453
414.0,119.0,129.4722442626953
414.0,119.0,129.4722442626953
414.0,119.0,129.4722442626953
415.0,119.0,125.1688461303711
415.0,119.0,125.1688461303711
415.0,119.0,125.1688461303711
415.0,119.0,125.1688461303711
415.0,119.0,125.1688461303711
169.0,569.0,120.00531005859375
169.0,569.0,120.00531005859375
169.0,569.0,120.00531005859375
175.0,569.0,107.61631774902344
175.0,569.0,107.61631774902344
175.0,569.0,107.61631774902344
175.0,569.0,107.61631774902344
175.0,569.0,107.61631774902344
415.0,122.0,123.4887466430664
415.0,122.0,123.4887466430664
415.0,122.0,123.4887466430664
414.0,120.0,129.84361267089844
414.0,120.0,129.84361267089844
414.0,120.0,129.84361267089844
414.0,120.0,129.84361267089844
414.0,120.0,129.84361267089844
169.0,569.0,119.70807647705078
169.0,569.0,119.70807647705078
169.0,569.0,119.70807647705078
176.0,569.0,108.29598999023438
176.0,569.0,108.29598999023438
176.0,569.0,108.29598999023438
176.0,569.0,108.29598999023438
176.0,569.0,108.29598999023438
416.0,119.0,129.0721893310547
