Time,X Coord,Y Coord,Radius
1574696840.0143573,-15.0,-123.0,336.12005615234375
1574696840.0443625,-15.0,-123.0,336.1130676269531
1574696840.0583546,-15.0,-123.0,336.1130676269531
1574696840.0683486,-15.0,-123.0,336.1130676269531
1574696840.0783439,-15.0,-123.0,336.1130676269531
1574696840.0883381,-15.0,-123.0,336.1130676269531
1574696840.0983317,-15.0,-123.0,336.1130676269531
1574696840.107328,-15.0,-123.0,336.1130676269531
1574696840.1183205,-15.0,-123.0,336.3402404785156
1574696840.1283162,-15.0,-123.0,336.3402404785156
1574696840.1373103,-15.0,-123.0,336.3402404785156
1574696840.1463046,-15.0,-123.0,336.3402404785156
1574696840.156299,-15.0,-123.0,336.12005615234375
1574696840.165294,-15.0,-123.0,336.12005615234375
1574696840.1742892,-15.0,-123.0,336.12005615234375
1574696840.1842835,-15.0,-123.0,336.5567626953125
1574696840.1932783,-15.0,-123.0,336.5567626953125
1574696840.203272,-15.0,-123.0,336.5567626953125
1574696840.2122676,-15.0,-123.0,336.5567626953125
1574696840.221262,-15.0,-123.0,336.3341369628906
1574696840.2312562,-15.0,-123.0,336.3341369628906
1574696840.240253,-15.0,-123.0,336.3341369628906
1574696840.249246,-15.0,-123.0,335.8864440917969
1574696840.2582421,-15.0,-123.0,335.8864440917969
1574696840.2672358,-15.0,-123.0,335.8864440917969
1574696840.2772305,-15.0,-123.0,336.3341369628906
1574696840.2862253,-15.0,-123.0,336.3341369628906
1574696840.2952204,-15.0,-123.0,336.3341369628906
1574696840.304216,-15.0,-123.0,336.3341369628906
1574696840.3132107,-15.0,-123.0,336.12005615234375
1574696840.3222048,-15.0,-123.0,336.12005615234375
1574696840.3312006,-15.0,-123.0,336.12005615234375
1574696840.3411942,-15.0,-123.0,336.3341369628906
1574696840.3501892,-15.0,-123.0,336.3341369628906
1574696840.3601837,-15.0,-123.0,336.3341369628906
1574696840.3701775,-15.0,-123.0,336.3341369628906
1574696840.3801723,-15.0,-123.0,336.3341369628906
1574696840.390167,-15.0,-123.0,336.1069641113281
1574696840.3991616,-15.0,-123.0,336.1069641113281
1574696840.408156,-15.0,-123.0,336.1069641113281
1574696840.4171512,-15.0,-123.0,336.1069641113281
1574696840.4261465,-15.0,-123.0,336.1130676269531
1574696840.435141,-15.0,-123.0,336.1130676269531
1574696840.444136,-15.0,-123.0,336.1130676269531
1574696840.4531302,-15.0,-123.0,336.3341369628906
1574696840.4621253,-15.0,-123.0,336.3341369628906
1574696840.4711204,-15.0,-123.0,336.3341369628906
1574696840.4811146,-15.0,-123.0,336.3341369628906
1574696840.491109,-15.0,-123.0,336.3341369628906
1574696840.5011048,-15.0,-123.0,336.3341369628906
1574696840.5090988,-15.0,-123.0,336.3341369628906
1574696840.5170946,-15.0,-123.0,336.3290100097656
1574696840.5263157,-15.0,-123.0,336.3290100097656
1574696840.5363095,-15.0,-123.0,336.3290100097656
1574696840.5453045,-15.0,-123.0,336.3290100097656
1574696840.555299,-15.0,-123.0,336.1069641113281
1574696840.5642943,-15.0,-123.0,336.1069641113281
1574696840.5752878,-15.0,-123.0,336.1069641113281
1574696840.5842824,-15.0,-123.0,336.1069641113281
1574696840.5942774,-15.0,-123.0,336.1069641113281
1574696840.603272,-15.0,-123.0,336.1069641113281
1574696840.612267,-15.0,-123.0,336.1069641113281
1574696840.6212652,-15.0,-123.0,336.1069641113281
1574696840.6312592,-15.0,-123.0,336.1069641113281
1574696840.6392548,-15.0,-123.0,336.1069641113281
1574696840.64825,-15.0,-123.0,336.1069641113281
1574696840.6572447,-15.0,-123.0,336.1069641113281
1574696840.667239,-15.0,-123.0,336.1069641113281
1574696840.6752348,-15.0,-123.0,336.1069641113281
1574696840.6852286,-15.0,-123.0,336.1130676269531
1574696840.6942232,-15.0,-123.0,336.1130676269531
1574696840.7032187,-15.0,-123.0,336.1130676269531
1574696840.7132125,-15.0,-123.0,336.12005615234375
1574696840.7212126,-15.0,-123.0,336.12005615234375
1574696840.7282083,-15.0,-123.0,336.12005615234375
1574696840.7392013,-15.0,-123.0,336.12005615234375
1574696840.748197,-15.0,-123.0,336.3341369628906
1574696840.7571924,-15.0,-123.0,336.3341369628906
1574696840.7671857,-15.0,-123.0,336.3341369628906
1574696840.7761807,-15.0,-123.0,336.3341369628906
1574696840.786175,-15.0,-123.0,336.3341369628906
1574696840.7951703,-15.0,-123.0,336.3341369628906
1574696840.8031652,-15.0,-123.0,336.3341369628906
1574696840.8131602,-15.0,-123.0,336.3341369628906
1574696840.8204975,-15.0,-123.0,336.1130676269531
1574696840.8314912,-15.0,-123.0,336.1130676269531
1574696840.8394868,-15.0,-123.0,336.1130676269531
1574696840.8484812,-15.0,-123.0,336.1130676269531
1574696840.8584757,-15.0,-123.0,336.1069641113281
