Time,X Coord,Y Coord,Radius
1576493187.1366348,-133.0,-209.0,315.8533020019531
1576493187.163619,-133.0,-209.0,315.4125061035156
1576493187.1736143,-133.0,-209.0,315.4125061035156
1576493187.1816087,-133.0,-209.0,315.4125061035156
1576493187.1886046,-133.0,-209.0,315.4125061035156
1576493187.1966004,-133.0,-209.0,315.4125061035156
1576493187.2035968,-133.0,-209.0,315.8533020019531
1576493187.2095933,-133.0,-209.0,315.8533020019531
1576493187.2175887,-133.0,-209.0,315.8533020019531
1576493187.2245848,-133.0,-209.0,315.4125061035156
1576493187.2335806,-133.0,-209.0,315.4125061035156
1576493187.2405756,-133.0,-209.0,314.971923828125
1576493187.2495704,-133.0,-209.0,314.971923828125
1576493187.2555673,-133.0,-209.0,315.4125061035156
1576493187.2645621,-133.0,-209.0,315.4125061035156
1576493187.271558,-133.0,-209.0,315.4125061035156
1576493187.280553,-133.0,-209.0,315.4125061035156
1576493187.2865498,-133.0,-209.0,315.4125061035156
1576493187.293546,-133.0,-209.0,315.4125061035156
1576493187.3005419,-133.0,-209.0,315.4125061035156
1576493187.307538,-133.0,-209.0,315.4125061035156
1576493187.314534,-133.0,-209.0,315.4125061035156
1576493187.3215303,-133.0,-209.0,315.4125061035156
1576493187.3295264,-133.0,-209.0,315.4125061035156
1576493187.3375213,-133.0,-209.0,314.971923828125
1576493187.3455164,-133.0,-209.0,314.971923828125
1576493187.3515134,-133.0,-209.0,315.4125061035156
1576493187.359509,-133.0,-209.0,315.4125061035156
1576493187.3675041,-133.0,-209.0,315.4125061035156
1576493187.3745008,-133.0,-209.0,315.4125061035156
1576493187.381497,-133.0,-209.0,315.4125061035156
1576493187.3884923,-133.0,-209.0,315.4125061035156
1576493187.3954885,-133.0,-209.0,315.4125061035156
1576493187.402485,-133.0,-209.0,315.4125061035156
1576493187.4094808,-133.0,-209.0,315.4125061035156
1576493187.416477,-133.0,-209.0,315.4125061035156
1576493187.4244726,-133.0,-209.0,315.4125061035156
1576493187.43147,-133.0,-209.0,315.4125061035156
1576493187.4384642,-133.0,-209.0,315.4125061035156
1576493187.445461,-133.0,-209.0,314.971923828125
1576493187.4514573,-133.0,-209.0,314.971923828125
1576493187.4584534,-133.0,-209.0,315.4125061035156
1576493187.4664497,-133.0,-209.0,315.4125061035156
1576493187.473445,-133.0,-209.0,315.4125061035156
1576493187.480441,-133.0,-209.0,315.4125061035156
1576493187.4884365,-133.0,-209.0,315.4125061035156
1576493187.4954326,-133.0,-209.0,315.8533020019531
1576493187.5034285,-133.0,-209.0,315.8533020019531
1576493187.5104253,-133.0,-209.0,315.4125061035156
1576493187.5184205,-133.0,-209.0,315.4125061035156
1576493187.5254157,-133.0,-209.0,315.4125061035156
1576493187.5334125,-133.0,-209.0,315.4125061035156
1576493187.5404208,-133.0,-209.0,315.4125061035156
1576493187.546405,-133.0,-209.0,315.4125061035156
1576493187.5534184,-133.0,-209.0,314.971923828125
1576493187.5604146,-133.0,-209.0,314.971923828125
1576493187.5684106,-133.0,-209.0,314.971923828125
1576493187.5753896,-133.0,-209.0,315.4125061035156
1576493187.5844016,-133.0,-209.0,315.4125061035156
1576493187.5903976,-133.0,-209.0,315.4125061035156
1576493187.5983763,-133.0,-209.0,315.4125061035156
1576493187.6053896,-133.0,-209.0,315.4125061035156
1576493187.6133664,-133.0,-209.0,315.4125061035156
1576493187.6193824,-133.0,-209.0,315.4125061035156
1576493187.6253784,-133.0,-209.0,315.4125061035156
1576493187.6343732,-133.0,-209.0,315.4125061035156
1576493187.64037,-133.0,-209.0,315.4125061035156
1576493187.648366,-133.0,-209.0,315.4125061035156
1576493187.6543622,-133.0,-209.0,315.4125061035156
1576493187.6613398,-133.0,-209.0,315.4125061035156
1576493187.6683512,-133.0,-209.0,315.4125061035156
1576493187.6753328,-133.0,-209.0,315.4125061035156
1576493187.6823459,-133.0,-209.0,315.4125061035156
1576493187.6883428,-133.0,-209.0,315.4125061035156
1576493187.696322,-133.0,-209.0,315.4125061035156
1576493187.7023346,-133.0,-209.0,315.4125061035156
1576493187.7103128,-133.0,-209.0,315.4125061035156
1576493187.7173266,-133.0,-209.0,315.4125061035156
1576493187.7233233,-133.0,-209.0,315.4125061035156
1576493187.730319,-133.0,-209.0,315.4125061035156
1576493187.7363105,-133.0,-209.0,315.4125061035156
1576493187.7442951,-133.0,-209.0,315.4125061035156
1576493187.751308,-133.0,-209.0,315.4125061035156
1576493187.758285,-133.0,-209.0,315.4125061035156
1576493187.7662988,-133.0,-209.0,315.8533020019531
1576493187.7722776,-133.0,-209.0,315.8533020019531
1576493187.7792933,-133.0,-209.0,315.4125061035156
1576493187.7852879,-133.0,-209.0,315.4125061035156
1576493187.7942655,-133.0,-209.0,315.4125061035156
1576493187.8002625,-133.0,-209.0,315.4125061035156
1576493187.808276,-133.0,-209.0,315.4125061035156
1576493187.8152716,-133.0,-209.0,315.4125061035156
1576493187.8232508,-133.0,-209.0,315.4125061035156
1576493187.829245,-133.0,-209.0,315.4125061035156
1576493187.83626,-133.0,-209.0,315.4125061035156
1576493187.8432512,-133.0,-209.0,315.4125061035156
1576493187.8492532,-133.0,-209.0,315.4125061035156
1576493187.8572478,-133.0,-209.0,315.4125061035156
1576493187.8632395,-133.0,-209.0,315.4125061035156
1576493187.87124,-133.0,-209.0,315.4125061035156
1576493187.8772318,-133.0,-209.0,315.4125061035156
1576493187.8842146,-133.0,-209.0,315.4125061035156
1576493187.8912287,-133.0,-209.0,315.4125061035156
1576493187.8972073,-133.0,-209.0,315.4125061035156
1576493187.905203,-133.0,-209.0,315.4125061035156
1576493187.9122171,-133.0,-209.0,315.4125061035156
1576493187.9202127,-133.0,-209.0,315.4125061035156
1576493187.9262094,-133.0,-209.0,315.4125061035156
1576493187.9331884,-133.0,-209.0,315.4125061035156
1576493187.9402013,-133.0,-209.0,315.4125061035156
1576493187.9461813,-133.0,-209.0,315.4125061035156
1576493187.9541938,-133.0,-209.0,315.4125061035156
1576493187.9601858,-133.0,-209.0,315.4125061035156
1576493187.9671867,-133.0,-209.0,315.4125061035156
1576493187.9741824,-134.0,-209.0,315.4125061035156
1576493187.9831781,-134.0,-209.0,315.4125061035156
1576493187.989169,-133.0,-209.0,315.4125061035156
1576493187.9961514,-133.0,-209.0,315.4125061035156
1576493188.003168,-133.0,-209.0,315.4125061035156
1576493188.0101447,-133.0,-209.0,315.4125061035156
1576493188.0171607,-133.0,-209.0,315.4125061035156
1576493188.0241542,-133.0,-209.0,315.4125061035156
1576493188.0321326,-133.0,-209.0,315.4125061035156
1576493188.0381465,-134.0,-209.0,315.4125061035156
1576493188.0461237,-134.0,-209.0,315.4125061035156
1576493188.053138,-134.0,-209.0,315.4125061035156
1576493188.059135,-134.0,-209.0,315.4125061035156
1576493188.066131,-134.0,-209.0,315.4125061035156
1576493188.074109,-134.0,-209.0,315.4125061035156
1576493188.0821223,-134.0,-209.0,315.4125061035156
1576493188.0881183,-134.0,-209.0,315.4125061035156
1576493188.0961142,-134.0,-209.0,315.4125061035156
1576493188.1041098,-133.0,-209.0,315.1766357421875
1576493188.1110876,-133.0,-209.0,315.1766357421875
1576493188.1180835,-132.0,-209.0,315.1766357421875
1576493188.1270967,-132.0,-209.0,315.1766357421875
1576493188.1350877,-131.0,-208.0,315.1766357421875
1576493188.1440873,-131.0,-208.0,315.1766357421875
1576493188.1500833,-131.0,-208.0,315.1766357421875
1576493188.1590788,-131.0,-208.0,315.1766357421875
1576493188.167058,-129.0,-207.0,315.1766357421875
1576493188.1750526,-129.0,-207.0,315.1766357421875
1576493188.1820698,-128.0,-205.0,315.1766357421875
1576493188.1900432,-128.0,-205.0,315.1766357421875
1576493188.1960394,-126.0,-203.0,316.05902099609375
1576493188.204035,-126.0,-203.0,316.05902099609375
1576493188.2110307,-125.0,-201.0,315.61773681640625
1576493188.2180276,-125.0,-201.0,315.61773681640625
1576493188.226041,-123.0,-200.0,315.61773681640625
1576493188.2320378,-123.0,-200.0,315.61773681640625
1576493188.2410326,-123.0,-200.0,315.61773681640625
1576493188.2470243,-121.0,-198.0,314.94134521484375
1576493188.255007,-121.0,-198.0,314.94134521484375
1576493188.261003,-119.0,-196.0,314.94134521484375
1576493188.2689989,-119.0,-196.0,314.94134521484375
1576493188.2760134,-118.0,-194.0,314.7066955566406
1576493188.2810082,-118.0,-194.0,314.7066955566406
1576493188.2890058,-118.0,-194.0,314.7066955566406
1576493188.2949839,-116.0,-191.0,314.7066955566406
1576493188.302981,-116.0,-191.0,314.7066955566406
1576493188.3089774,-114.0,-188.0,314.7066955566406
1576493188.3159907,-114.0,-188.0,314.7066955566406
1576493188.3229682,-113.0,-185.0,316.8288879394531
1576493188.328966,-113.0,-185.0,316.8288879394531
1576493188.3389776,-113.0,-185.0,316.8288879394531
1576493188.3449745,-111.0,-182.0,319.94183349609375
1576493188.352971,-111.0,-182.0,319.94183349609375
1576493188.357968,-109.0,-177.0,323.4818115234375
1576493188.366949,-109.0,-177.0,323.4818115234375
1576493188.3729413,-108.0,-172.0,326.81304931640625
1576493188.380936,-108.0,-172.0,326.81304931640625
1576493188.387953,-106.0,-166.0,348.1038818359375
1576493188.3929477,-106.0,-166.0,348.1038818359375
1576493188.4019244,-106.0,-166.0,348.1038818359375
1576493188.4069228,-104.0,-160.0,359.5974426269531
1576493188.4149172,-104.0,-160.0,359.5974426269531
1576493188.4209316,-100.0,-147.0,392.474609375
1576493188.4289088,-100.0,-147.0,392.474609375
1576493188.4359186,-96.0,-137.0,404.97540283203125
1576493188.440916,-96.0,-137.0,404.97540283203125
1576493188.448916,-96.0,-137.0,404.97540283203125
1576493188.455907,-96.0,-131.0,412.36431884765625
1576493188.463908,-96.0,-131.0,412.36431884765625
1576493188.469887,-97.0,-130.0,412.36431884765625
1576493188.478884,-97.0,-130.0,412.36431884765625
1576493188.4848957,-102.0,-129.0,367.5993957519531
1576493188.4908743,-102.0,-129.0,367.5993957519531
1576493188.497872,-102.0,-129.0,367.5993957519531
1576493188.5038886,-104.0,-118.0,398.7437438964844
