Time,X Coord,Y Coord,Radius,Framenumber,Pixe Diameter
1578310059.9966192,29.5,4.0,15.890348434448242,466,28.69422721862793
1578310060.0275788,34.5,3.0,15.890348434448242,466,28.69422721862793
1578310060.0375736,36.5,9.0,18.237768173217773,466,28.69422721862793
1578310060.0465682,33.5,17.0,19.235483169555664,466,28.69422721862793
1578310060.0535643,,,,466,28.69422721862793
1578310060.0595613,,,,466,28.69422721862793
1578310060.0670726,33.5,5.0,15.217695236206055,466,28.69422721862793
1578310060.0740697,33.5,5.0,15.217695236206055,466,28.69422721862793
1578310060.0830648,33.5,5.0,15.217695236206055,466,28.69422721862793
1578310060.0900598,30.5,8.0,12.589778900146484,466,28.69422721862793
1578310060.0990555,28.5,19.0,10.210872650146484,466,28.69422721862793
1578310060.1090496,28.5,19.0,10.210872650146484,466,28.69422721862793
1578310060.1160457,42.5,6.0,8.90234661102295,466,28.69422721862793
1578310060.1230414,42.5,6.0,8.90234661102295,466,28.69422721862793
1578310060.131038,26.5,6.0,8.732224464416504,466,28.69422721862793
1578310060.138033,30.5,3.0,15.692455291748047,466,28.69422721862793
1578310060.1450303,30.5,3.0,15.692455291748047,466,28.69422721862793
1578310060.1520255,30.5,0.0,8.631438255310059,466,28.69422721862793
1578310060.1610196,30.5,0.0,8.631438255310059,466,28.69422721862793
1578310060.1670163,,,,466,28.69422721862793
1578310060.1720135,,,,466,28.69422721862793
1578310060.1800091,48.5,16.0,4.717090606689453,466,28.69422721862793
1578310060.1870055,48.5,16.0,4.717090606689453,466,28.69422721862793
1578310060.1940005,,,,466,28.69422721862793
1578310060.1999977,,,,466,28.69422721862793
1578310060.204995,,,,466,28.69422721862793
1578310060.211991,,,,466,28.69422721862793
1578310060.2179873,,,,466,28.69422721862793
1578310060.2249837,,,,466,28.69422721862793
1578310060.2309802,,,,466,28.69422721862793
1578310060.2369764,,,,466,28.69422721862793
1578310060.2429729,31.5,5.0,19.780305862426758,466,28.69422721862793
1578310060.2489693,31.5,5.0,19.780305862426758,466,28.69422721862793
1578310060.2569659,31.5,5.0,19.780305862426758,466,28.69422721862793
1578310060.2629619,35.5,3.0,13.97130012512207,466,28.69422721862793
1578310060.2699575,35.5,3.0,13.97130012512207,466,28.69422721862793
1578310060.276954,33.5,20.0,19.319778442382812,466,28.69422721862793
1578310060.281951,33.5,20.0,19.319778442382812,466,28.69422721862793
1578310060.2889473,33.5,20.0,19.319778442382812,466,28.69422721862793
1578310060.295943,35.5,15.0,21.22508430480957,466,28.69422721862793
1578310060.3019397,35.5,15.0,21.22508430480957,466,28.69422721862793
1578310060.307936,34.5,6.0,14.866168975830078,466,28.69422721862793
1578310060.313933,34.5,6.0,14.866168975830078,466,28.69422721862793
1578310060.3209293,34.5,6.0,14.866168975830078,466,28.69422721862793
1578310060.3269255,32.5,13.0,19.602394104003906,466,28.69422721862793
1578310060.3329217,32.5,13.0,19.602394104003906,466,28.69422721862793
1578310060.3399181,33.5,16.0,9.607725143432617,466,28.69422721862793
