Time,X Coord,Y Coord,Radius,Framenumber,Pixe Diameter
1578301915.6285152,36.5,1.0,27.63521385192871,1000,8.60252571105957
1578301915.650503,32.5,4.0,30.10127830505371,1000,8.60252571105957
1578301915.6604972,,,,1000,8.60252571105957
1578301915.6734893,,,,1000,8.60252571105957
1578301915.6884809,25.5,10.0,15.700418472290039,1000,8.60252571105957
1578301915.701474,31.5,19.0,4.272101879119873,1000,8.60252571105957
1578301915.711468,33.5,4.0,29.080595016479492,1000,8.60252571105957
1578301915.7194638,23.5,12.0,16.507673263549805,1000,8.60252571105957
1578301915.7274585,23.5,12.0,16.507673263549805,1000,8.60252571105957
1578301915.7344556,35.5,0.0,29.34716033935547,1000,8.60252571105957
1578301915.7424502,35.5,0.0,29.34716033935547,1000,8.60252571105957
1578301915.7514455,33.5,3.0,30.074434280395508,1000,8.60252571105957
1578301915.7674363,33.5,3.0,30.074434280395508,1000,8.60252571105957
1578301915.7824273,24.5,3.0,19.105072021484375,1000,8.60252571105957
1578301915.7934215,33.5,5.0,30.606496810913086,1000,8.60252571105957
1578301915.8034155,34.5,5.0,30.52877426147461,1000,8.60252571105957
1578301915.814411,34.5,5.0,30.52877426147461,1000,8.60252571105957
1578301915.8284016,38.5,15.0,27.879302978515625,1000,8.60252571105957
1578301915.838008,31.5,31.0,9.300638198852539,1000,8.60252571105957
1578301915.8480005,34.5,29.0,2.8285269737243652,1000,8.60252571105957
1578301915.8609934,34.5,29.0,2.8285269737243652,1000,8.60252571105957
1578301915.8699884,18.5,22.0,4.031229019165039,1000,8.60252571105957
1578301915.880982,41.5,32.0,6.800835609436035,1000,8.60252571105957
1578301915.8929756,41.5,32.0,6.800835609436035,1000,8.60252571105957
1578301915.905968,28.5,28.0,17.066146850585938,1000,8.60252571105957
1578301915.9149628,48.5,18.0,10.594910621643066,1000,8.60252571105957
1578301915.925957,48.5,18.0,10.594910621643066,1000,8.60252571105957
1578301915.9339519,40.5,30.0,9.241534233093262,1000,8.60252571105957
1578301915.942947,32.5,11.0,27.97908592224121,1000,8.60252571105957
1578301915.9509423,32.5,11.0,27.97908592224121,1000,8.60252571105957
1578301915.9589384,40.5,23.0,20.566816329956055,1000,8.60252571105957
1578301915.9689322,40.5,23.0,20.566816329956055,1000,8.60252571105957
1578301915.9779272,34.5,31.0,9.452488899230957,1000,8.60252571105957
1578301915.9879212,34.5,31.0,9.452488899230957,1000,8.60252571105957
1578301915.9969168,36.5,7.0,30.207714080810547,1000,8.60252571105957
1578301916.0069103,31.5,24.0,6.800835609436035,1000,8.60252571105957
1578301916.0199032,31.5,24.0,6.800835609436035,1000,8.60252571105957
1578301916.0269003,,,,1000,8.60252571105957
1578301916.035894,,,,1000,8.60252571105957
1578301916.0428913,36.5,11.0,32.48374557495117,1000,8.60252571105957
1578301916.0518858,36.5,11.0,32.48374557495117,1000,8.60252571105957
1578301916.0588808,26.5,11.0,11.10190200805664,1000,8.60252571105957
1578301916.0678759,26.5,11.0,11.10190200805664,1000,8.60252571105957
1578301916.0758712,35.5,4.0,32.01009750366211,1000,8.60252571105957
1578301916.0848665,35.5,4.0,32.01009750366211,1000,8.60252571105957
1578301916.0908625,24.5,2.0,21.213302612304688,1000,8.60252571105957
1578301916.101857,24.5,2.0,21.213302612304688,1000,8.60252571105957
1578301916.1088533,35.5,13.0,30.612560272216797,1000,8.60252571105957
1578301916.1168492,31.5,10.0,18.554075241088867,1000,8.60252571105957
1578301916.1268516,31.5,10.0,18.554075241088867,1000,8.60252571105957
1578301916.1348383,29.5,8.0,2.5000998973846436,1000,8.60252571105957
1578301916.1428335,29.5,8.0,2.5000998973846436,1000,8.60252571105957
1578301916.1518283,21.5,13.0,10.547611236572266,1000,8.60252571105957
1578301916.1648214,21.5,13.0,10.547611236572266,1000,8.60252571105957
1578301916.1718173,,,,1000,8.60252571105957
1578301916.1828105,,,,1000,8.60252571105957
1578301916.1908064,15.5,9.0,3.6056511402130127,1000,8.60252571105957
1578301916.1998029,33.5,3.0,29.909059524536133,1000,8.60252571105957
1578301916.2097955,33.5,3.0,29.909059524536133,1000,8.60252571105957
1578301916.2167928,,,,1000,8.60252571105957
1578301916.2277877,,,,1000,8.60252571105957
1578301916.2377808,41.5,20.0,19.05921745300293,1000,8.60252571105957
1578301916.2467744,41.5,20.0,19.05921745300293,1000,8.60252571105957
1578301916.256769,34.5,2.0,33.20401382446289,1000,8.60252571105957
1578301916.2647643,30.5,3.0,23.40949821472168,1000,8.60252571105957
1578301916.2747588,30.5,3.0,23.40949821472168,1000,8.60252571105957
1578301916.2827551,,,,1000,8.60252571105957
1578301916.2917495,,,,1000,8.60252571105957
1578301916.2987454,22.5,6.0,10.688879013061523,1000,8.60252571105957
1578301916.3087397,22.5,6.0,10.688879013061523,1000,8.60252571105957
1578301916.3157365,28.5,4.0,24.86473274230957,1000,8.60252571105957
1578301916.324731,28.5,4.0,24.86473274230957,1000,8.60252571105957
1578301916.3317268,33.5,0.0,28.40631103515625,1000,8.60252571105957
1578301916.3407218,33.5,0.0,28.40631103515625,1000,8.60252571105957
1578301916.3477182,38.5,0.0,32.25688171386719,1000,8.60252571105957
1578301916.3567128,38.5,0.0,32.25688171386719,1000,8.60252571105957
1578301916.3637083,35.5,11.0,28.75929069519043,1000,8.60252571105957
1578301916.374703,35.5,11.0,28.75929069519043,1000,8.60252571105957
1578301916.3836975,32.5,13.0,14.357889175415039,1000,8.60252571105957
1578301916.3936927,34.5,26.0,20.861698150634766,1000,8.60252571105957
1578301916.4046853,34.5,26.0,20.861698150634766,1000,8.60252571105957
1578301916.4146795,33.5,20.0,26.173904418945312,1000,8.60252571105957
1578301916.4226754,15.5,26.0,13.82941722869873,1000,8.60252571105957
1578301916.4316702,15.5,26.0,13.82941722869873,1000,8.60252571105957
1578301916.4406655,25.5,21.0,17.694046020507812,1000,8.60252571105957
1578301916.454657,25.5,21.0,17.694046020507812,1000,8.60252571105957
1578301916.4646513,35.5,7.0,30.742820739746094,1000,8.60252571105957
1578301916.4736464,38.5,22.0,22.119243621826172,1000,8.60252571105957
1578301916.4856408,38.5,22.0,22.119243621826172,1000,8.60252571105957
1578301916.49564,34.5,1.0,30.423675537109375,1000,8.60252571105957
1578301916.5036297,30.5,1.0,24.253965377807617,1000,8.60252571105957
1578301916.5156255,30.5,1.0,24.253965377807617,1000,8.60252571105957
1578301916.5256174,25.5,6.0,23.64856719970703,1000,8.60252571105957
1578301916.5346122,24.5,5.0,26.120014190673828,1000,8.60252571105957
1578301916.5446064,24.5,5.0,26.120014190673828,1000,8.60252571105957
1578301916.5526025,37.5,16.0,28.728412628173828,1000,8.60252571105957
1578301916.5655947,37.5,16.0,28.728412628173828,1000,8.60252571105957
1578301916.5725908,27.5,22.0,24.69827651977539,1000,8.60252571105957
1578301916.5815856,27.5,22.0,24.69827651977539,1000,8.60252571105957
1578301916.5915797,20.5,21.0,15.300283432006836,1000,8.60252571105957
1578301916.599576,46.5,2.0,18.535594940185547,1000,8.60252571105957
1578301916.6095693,46.5,2.0,18.535594940185547,1000,8.60252571105957
1578301916.616566,36.5,8.0,29.46080780029297,1000,8.60252571105957
1578301916.6245608,36.5,8.0,29.46080780029297,1000,8.60252571105957
1578301916.6315572,17.5,3.0,12.855060577392578,1000,8.60252571105957
1578301916.6405516,17.5,3.0,12.855060577392578,1000,8.60252571105957
1578301916.6475496,36.5,0.0,26.248615264892578,1000,8.60252571105957
1578301916.659541,36.5,0.0,26.248615264892578,1000,8.60252571105957
1578301916.6665373,35.5,8.0,13.200478553771973,1000,8.60252571105957
1578301916.6785302,35.5,8.0,13.200478553771973,1000,8.60252571105957
1578301916.6855261,16.5,4.0,8.077847480773926,1000,8.60252571105957
1578301916.6935225,33.5,14.0,27.943904876708984,1000,8.60252571105957
1578301916.7005184,33.5,14.0,27.943904876708984,1000,8.60252571105957
1578301916.7095122,32.5,31.0,21.870023727416992,1000,8.60252571105957
1578301916.7155094,32.5,31.0,21.870023727416992,1000,8.60252571105957
1578301916.7245042,32.5,31.0,21.870023727416992,1000,8.60252571105957
1578301916.73151,31.5,22.0,25.191274642944336,1000,8.60252571105957
1578301916.7410095,31.5,22.0,25.191274642944336,1000,8.60252571105957
1578301916.7490053,34.5,7.0,28.557476043701172,1000,8.60252571105957
1578301916.7570002,35.5,2.0,31.579364776611328,1000,8.60252571105957
1578301916.763996,35.5,2.0,31.579364776611328,1000,8.60252571105957
1578301916.7739906,35.5,2.0,31.579364776611328,1000,8.60252571105957
1578301916.779987,36.5,30.0,4.155292510986328,1000,8.60252571105957
1578301916.7879827,29.5,6.0,25.675962448120117,1000,8.60252571105957
1578301916.795978,29.5,6.0,25.675962448120117,1000,8.60252571105957
1578301916.8049738,29.5,6.0,25.675962448120117,1000,8.60252571105957
1578301916.8109696,,,,1000,8.60252571105957
1578301916.8199663,,,,1000,8.60252571105957
1578301916.826962,36.5,11.0,26.004905700683594,1000,8.60252571105957
1578301916.8369558,36.5,11.0,26.004905700683594,1000,8.60252571105957
1578301916.8449507,16.5,11.0,2.2361679077148438,1000,8.60252571105957
1578301916.8529468,35.5,39.0,5.656954288482666,1000,8.60252571105957
1578301916.859942,35.5,39.0,5.656954288482666,1000,8.60252571105957
1578301916.8709364,22.5,25.0,13.75335693359375,1000,8.60252571105957
1578301916.8799307,22.5,25.0,13.75335693359375,1000,8.60252571105957
1578301916.8869271,28.5,26.0,13.811331748962402,1000,8.60252571105957
1578301916.8969212,28.5,26.0,13.811331748962402,1000,8.60252571105957
1578301916.9059165,22.5,21.0,4.717090606689453,1000,8.60252571105957
1578301916.9179096,22.5,21.0,4.717090606689453,1000,8.60252571105957
1578301916.9239058,,,,1000,8.60252571105957
1578301916.9329011,,,,1000,8.60252571105957
1578301916.9388974,43.5,19.0,2.8285269737243652,1000,8.60252571105957
1578301916.9488919,43.5,19.0,2.8285269737243652,1000,8.60252571105957
1578301916.9558873,33.5,9.0,29.83296775817871,1000,8.60252571105957
1578301916.964883,33.5,9.0,29.83296775817871,1000,8.60252571105957
1578301916.9728777,17.5,14.0,16.978025436401367,1000,8.60252571105957
1578301916.9808738,30.5,30.0,23.94379234313965,1000,8.60252571105957
1578301916.9878697,30.5,30.0,23.94379234313965,1000,8.60252571105957
1578301916.9968646,30.5,30.0,23.94379234313965,1000,8.60252571105957
1578301917.0048604,31.5,14.0,28.986202239990234,1000,8.60252571105957
1578301917.0128558,31.5,14.0,28.986202239990234,1000,8.60252571105957
1578301917.0188518,46.5,12.0,23.880006790161133,1000,8.60252571105957
1578301917.0288463,46.5,12.0,23.880006790161133,1000,8.60252571105957
1578301917.0378425,25.5,5.0,17.614013671875,1000,8.60252571105957
1578301917.0468361,25.5,5.0,17.614013671875,1000,8.60252571105957
1578301917.0568306,42.5,18.0,17.21980094909668,1000,8.60252571105957
1578301917.064826,32.5,10.0,31.10074234008789,1000,8.60252571105957
1578301917.077819,32.5,10.0,31.10074234008789,1000,8.60252571105957
1578301917.085814,27.5,17.0,27.72193145751953,1000,8.60252571105957
1578301917.0938108,36.5,1.0,11.10190200805664,1000,8.60252571105957
1578301917.1038039,36.5,1.0,11.10190200805664,1000,8.60252571105957
1578301917.111799,26.5,8.0,18.398468017578125,1000,8.60252571105957
1578301917.1227932,26.5,8.0,18.398468017578125,1000,8.60252571105957
1578301917.1317878,36.5,8.0,11.593825340270996,1000,8.60252571105957
1578301917.1427822,36.5,8.0,11.593825340270996,1000,8.60252571105957
1578301917.1517768,28.5,3.0,28.0179500579834,1000,8.60252571105957
1578301917.158774,37.5,12.0,30.041275024414062,1000,8.60252571105957
1578301917.1697667,37.5,12.0,30.041275024414062,1000,8.60252571105957
1578301917.177762,34.5,19.0,28.63212776184082,1000,8.60252571105957
1578301917.1897557,34.5,19.0,28.63212776184082,1000,8.60252571105957
1578301917.1987503,26.5,29.0,9.552586555480957,1000,8.60252571105957
1578301917.2057483,34.5,23.0,2.5000998973846436,1000,8.60252571105957
1578301917.2137418,34.5,23.0,2.5000998973846436,1000,8.60252571105957
1578301917.2227364,27.5,16.0,12.589778900146484,1000,8.60252571105957
1578301917.2307322,27.5,16.0,12.589778900146484,1000,8.60252571105957
1578301917.2397273,27.5,7.0,23.64856719970703,1000,8.60252571105957
1578301917.2477224,27.5,7.0,23.64856719970703,1000,8.60252571105957
1578301917.2557182,47.5,27.0,9.982715606689453,1000,8.60252571105957
1578301917.268711,47.5,27.0,9.982715606689453,1000,8.60252571105957
1578301917.2757084,36.5,19.0,30.060197830200195,1000,8.60252571105957
1578301917.284702,36.5,19.0,30.060197830200195,1000,8.60252571105957
1578301917.2936962,32.5,26.0,26.254161834716797,1000,8.60252571105957
1578301917.3016915,34.5,12.0,24.39153289794922,1000,8.60252571105957
1578301917.3096874,34.5,12.0,24.39153289794922,1000,8.60252571105957
1578301917.3176825,32.5,1.0,33.0493049621582,1000,8.60252571105957
1578301917.3266788,32.5,1.0,33.0493049621582,1000,8.60252571105957
1578301917.3326743,,,,1000,8.60252571105957
1578301917.33967,,,,1000,8.60252571105957
1578301917.3476653,,,,1000,8.60252571105957
1578301917.3526626,,,,1000,8.60252571105957
1578301917.3626573,,,,1000,8.60252571105957
1578301917.3696535,38.5,2.0,34.61188888549805,1000,8.60252571105957
1578301917.377649,38.5,2.0,34.61188888549805,1000,8.60252571105957
1578301917.3866448,30.5,13.0,30.64728546142578,1000,8.60252571105957
1578301917.3966382,30.5,13.0,30.64728546142578,1000,8.60252571105957
1578301917.4026356,34.5,19.0,28.73975372314453,1000,8.60252571105957
1578301917.4106305,34.5,19.0,28.73975372314453,1000,8.60252571105957
1578301917.4176264,32.5,11.0,29.206262588500977,1000,8.60252571105957
1578301917.4276202,32.5,11.0,29.206262588500977,1000,8.60252571105957
1578301917.4346175,23.5,1.0,12.747649192810059,1000,8.60252571105957
1578301917.444611,23.5,1.0,12.747649192810059,1000,8.60252571105957
1578301917.451607,21.5,2.0,24.33115005493164,1000,8.60252571105957
1578301917.4616013,21.5,2.0,24.33115005493164,1000,8.60252571105957
1578301917.4675977,30.5,4.0,11.205601692199707,1000,8.60252571105957
1578301917.4775922,30.5,4.0,11.205601692199707,1000,8.60252571105957
1578301917.4855874,34.5,1.0,31.64749526977539,1000,8.60252571105957
1578301917.493584,31.5,8.0,28.6097412109375,1000,8.60252571105957
1578301917.49958,31.5,8.0,28.6097412109375,1000,8.60252571105957
1578301917.5095742,31.5,8.0,28.6097412109375,1000,8.60252571105957
