framenumber,X Coord,Y Coord,Radius
1.0,93.0,97.0,148.455322265625
2.0,89.0,101.0,144.5638885498047
3.0,89.0,101.0,144.5638885498047
4.0,89.0,101.0,144.5638885498047
5.0,89.0,101.0,144.5638885498047
6.0,85.0,102.0,146.32452392578125
7.0,85.0,102.0,146.32452392578125
8.0,85.0,102.0,146.32452392578125
9.0,85.0,103.0,165.30035400390625
10.0,85.0,103.0,165.30035400390625
11.0,85.0,103.0,165.30035400390625
12.0,85.0,103.0,165.30035400390625
13.0,83.0,102.0,162.8651580810547
14.0,83.0,102.0,162.8651580810547
15.0,83.0,102.0,162.8651580810547
16.0,82.0,103.0,149.41958618164062
17.0,82.0,103.0,149.41958618164062
18.0,82.0,103.0,149.41958618164062
19.0,82.0,103.0,149.41958618164062
20.0,82.0,103.0,149.41958618164062
21.0,77.0,106.0,156.3037109375
22.0,77.0,106.0,156.3037109375
23.0,77.0,106.0,156.3037109375
24.0,77.0,106.0,156.3037109375
25.0,76.0,107.0,157.2578582763672
26.0,76.0,107.0,157.2578582763672
27.0,76.0,107.0,157.2578582763672
28.0,76.0,107.0,157.2578582763672
29.0,76.0,107.0,157.2578582763672
30.0,76.0,107.0,157.2578582763672
31.0,77.0,108.0,159.029052734375
32.0,77.0,108.0,159.029052734375
33.0,77.0,108.0,159.029052734375
34.0,77.0,108.0,159.029052734375
35.0,79.0,101.0,154.02621459960938
36.0,79.0,101.0,154.02621459960938
37.0,79.0,101.0,154.02621459960938
38.0,79.0,101.0,154.02621459960938
39.0,79.0,101.0,154.02621459960938
40.0,79.0,101.0,154.02621459960938
41.0,98.0,90.0,129.71131896972656
42.0,98.0,90.0,129.71131896972656
43.0,98.0,90.0,129.71131896972656
44.0,89.0,101.0,145.9658966064453
45.0,89.0,101.0,145.9658966064453
46.0,89.0,101.0,145.9658966064453
47.0,89.0,101.0,145.9658966064453
48.0,89.0,101.0,145.9658966064453
49.0,89.0,96.0,156.02850341796875
50.0,89.0,96.0,156.02850341796875
51.0,94.0,90.0,147.48260498046875
52.0,94.0,90.0,147.48260498046875
53.0,94.0,90.0,147.48260498046875
54.0,94.0,90.0,147.48260498046875
55.0,94.0,90.0,147.48260498046875
56.0,94.0,90.0,147.48260498046875
57.0,136.0,76.0,107.29059600830078
58.0,136.0,76.0,107.29059600830078
59.0,136.0,76.0,107.29059600830078
60.0,136.0,76.0,107.29059600830078
61.0,201.0,66.0,129.74697875976562
62.0,201.0,66.0,129.74697875976562
63.0,201.0,66.0,129.74697875976562
64.0,201.0,66.0,129.74697875976562
65.0,201.0,66.0,129.74697875976562
66.0,187.0,75.0,135.18292236328125
67.0,187.0,75.0,135.18292236328125
68.0,187.0,75.0,135.18292236328125
69.0,162.0,80.0,130.63783264160156
70.0,162.0,80.0,130.63783264160156
71.0,162.0,80.0,130.63783264160156
72.0,162.0,80.0,130.63783264160156
73.0,162.0,80.0,130.63783264160156
74.0,161.0,80.0,143.12586975097656
75.0,161.0,80.0,143.12586975097656
76.0,161.0,80.0,143.12586975097656
77.0,125.0,105.0,193.64955139160156
78.0,125.0,105.0,193.64955139160156
79.0,125.0,105.0,193.64955139160156
80.0,125.0,105.0,193.64955139160156
81.0,117.0,103.0,163.52040100097656
82.0,117.0,103.0,163.52040100097656
83.0,117.0,103.0,163.52040100097656
84.0,123.0,96.0,145.71707153320312
85.0,123.0,96.0,145.71707153320312
86.0,123.0,96.0,145.71707153320312
87.0,123.0,96.0,145.71707153320312
88.0,123.0,96.0,145.71707153320312
89.0,136.0,105.0,158.49745178222656
90.0,136.0,105.0,158.49745178222656
91.0,136.0,105.0,158.49745178222656
92.0,136.0,105.0,158.49745178222656
93.0,148.0,127.0,161.718994140625
94.0,148.0,127.0,161.718994140625
95.0,148.0,127.0,161.718994140625
96.0,148.0,127.0,161.718994140625
97.0,148.0,127.0,161.718994140625
98.0,131.0,146.0,187.64065551757812
99.0,131.0,146.0,187.64065551757812
100.0,154.0,157.0,195.35263061523438
101.0,154.0,157.0,195.35263061523438
102.0,154.0,157.0,195.35263061523438
103.0,154.0,157.0,195.35263061523438
104.0,141.0,233.0,296.7293395996094
105.0,141.0,233.0,296.7293395996094
106.0,86.0,235.0,272.8246765136719
107.0,86.0,235.0,272.8246765136719
108.0,38.0,79.0,54.79517364501953
109.0,38.0,79.0,54.79517364501953
110.0,38.0,79.0,54.79517364501953
111.0,38.0,79.0,54.79517364501953
112.0,38.0,79.0,54.79517364501953
113.0,38.0,79.0,54.79517364501953
114.0,38.0,79.0,54.79517364501953
115.0,38.0,79.0,54.79517364501953
116.0,38.0,79.0,54.79517364501953
117.0,38.0,79.0,54.79517364501953
118.0,38.0,79.0,54.79517364501953
119.0,38.0,79.0,54.79517364501953
120.0,38.0,79.0,54.79517364501953
121.0,38.0,79.0,54.79517364501953
122.0,38.0,79.0,54.79517364501953
123.0,38.0,79.0,54.79517364501953
124.0,38.0,79.0,54.79517364501953
125.0,38.0,79.0,54.79517364501953
126.0,38.0,79.0,54.79517364501953
127.0,38.0,79.0,54.79517364501953
128.0,38.0,79.0,54.79517364501953
129.0,38.0,79.0,54.79517364501953
130.0,38.0,79.0,54.79517364501953
131.0,38.0,79.0,54.79517364501953
132.0,38.0,79.0,54.79517364501953
133.0,38.0,79.0,54.79517364501953
134.0,38.0,79.0,54.79517364501953
135.0,38.0,79.0,54.79517364501953
136.0,38.0,79.0,54.79517364501953
137.0,38.0,79.0,54.79517364501953
138.0,38.0,79.0,54.79517364501953
139.0,38.0,79.0,54.79517364501953
140.0,38.0,79.0,54.79517364501953
141.0,38.0,79.0,54.79517364501953
142.0,38.0,79.0,54.79517364501953
143.0,38.0,79.0,54.79517364501953
144.0,38.0,79.0,54.79517364501953
145.0,38.0,79.0,54.79517364501953
146.0,38.0,79.0,54.79517364501953
147.0,38.0,79.0,54.79517364501953
148.0,38.0,79.0,54.79517364501953
149.0,38.0,79.0,54.79517364501953
150.0,38.0,79.0,54.79517364501953
151.0,38.0,79.0,54.79517364501953
152.0,38.0,79.0,54.79517364501953
153.0,38.0,79.0,54.79517364501953
154.0,38.0,79.0,54.79517364501953
155.0,38.0,79.0,54.79517364501953
156.0,38.0,79.0,54.79517364501953
157.0,38.0,79.0,54.79517364501953
158.0,38.0,79.0,54.79517364501953
159.0,38.0,79.0,54.79517364501953
160.0,38.0,79.0,54.79517364501953
161.0,38.0,79.0,54.79517364501953
