Time,X Coord,Y Coord,Z Coord,Radius,Framenumber,FPS
1581945784.1228395,5.7887239429728785,2.231893864883604,6.945590515913139,40.74610137939453,458,18.51651203896715
1581945784.206792,2.850183898260538,-4.031488991947358,9.3641958039736,41.82920837402344,458,18.51651203896715
1581945784.5865715,-1.1846590775096033,-9.984646500510081,-0.9306760448047238,40.1546745300293,458,18.51651203896715
1581945784.6325455,-7.236414234940456,-10.852125047229336,-12.466449286656012,40.694217681884766,458,18.51651203896715
1581945784.6745214,-0.5697311959174927,5.643652428064369,-1.4268925484799315,39.12997055053711,458,18.51651203896715
1581945784.7204945,0.613909269143394,-0.4962165036752082,-2.1091002075621073,41.84333801269531,458,18.51651203896715
1581945784.7704906,-2.23729324156586,-12.589242943977508,3.0383357168270533,40.875064849853516,458,18.51651203896715
1581945784.837505,0.8769404836013686,-1.8606318218395592,-6.20234616205516,40.36460876464844,458,18.51651203896715
1581945784.8735015,2.806005825034637,-9.178924916336522,-5.3341473475660175,42.444644927978516,458,18.51651203896715
1581945784.9005218,0.8332717165998256,1.0541899698961092,-4.651939688483841,39.96236801147461,458,18.51651203896715
1581945784.973552,-2.718668291031551,3.3492813328651834,-12.15622393838777,40.76175308227539,458,18.51651203896715
1581945785.0505786,0.5265717351403079,5.333427079796128,5.705409390610062,39.96464920043945,458,18.51651203896715
1581945785.1416252,2.3682995425704894,3.8447775687705037,-6.698562665730368,40.92086410522461,458,18.51651203896715
1581945785.1912801,-4.693439624363795,-18.666634645401505,17.17870540214577,41.669471740722656,458,18.51651203896715
1581945785.2172651,3.9464868293183386,-4.341714340215601,3.47279525795657,40.314537048339844,458,18.51651203896715
1581945785.3277068,3.9464868293183386,-4.341714340215601,3.47279525795657,40.314537048339844,458,18.51651203896715
1581945785.3556905,-2.93854004471234,-6.263382856830963,11.721044129488366,42.09333038330078,458,18.51651203896715
1581945785.3766785,-2.894871277710797,-9.17820464856663,8.806222337752697,42.09333038330078,458,18.51651203896715
1581945785.4016895,2.9370121260392654,-17.923390291543527,11.224827625813159,40.57522964477539,458,18.51651203896715
1581945785.4756477,5.656699029519532,-5.14815619215905,-7.256536131951269,41.18081283569336,458,18.51651203896715
1581945785.5795927,-4.254714729450931,-15.56582169825887,4.898967538666613,40.18722915649414,458,18.51651203896715
1581945785.607571,-3.1152523376159458,-26.853126554387607,6.635365167644897,42.504573822021484,458,18.51651203896715
1581945785.6425502,-5.262661514056929,-4.960724501212305,0.12351392509138547,39.83069610595703,458,18.51651203896715
1581945785.6875274,7.192236161714555,5.704689122840175,-7.442527287358236,39.693756103515625,458,18.51651203896715
1581945785.8179588,6.620977047123988,-12.838431597469945,-7.504284249903929,40.939395904541016,458,18.51651203896715
1581945785.8809235,5.086967833602039,0.4954962359053193,-14.141089953088603,40.2104606628418,458,18.51651203896715
1581945785.9328976,-2.894871277710797,-9.178204648566632,-9.923609805734277,40.37516403198242,458,18.51651203896715
1581945785.9668732,21.619867945920852,6.136987860660024,6.635365167644898,39.99183654785156,458,18.51651203896715
1581945786.0238402,-12.234516615866335,7.009508281768497,-0.8064418519434495,41.25547409057617,458,18.51651203896715
1581945786.0938098,27.62693572390144,-6.205227233134713,-1.8606318218395594,41.48503494262695,458,18.51651203896715
1581945786.1517687,-12.543763128447646,-29.022543188955634,11.658566899172786,40.94814682006836,458,18.51651203896715
1581945786.1717546,12.454388369547125,2.6031559079276496,-6.946310783683027,40.122310638427734,458,18.51651203896715
1581945786.2117367,20.74241815609512,-0.06463803362524718,1.302658355618658,39.381866455078125,458,18.51651203896715
1581945786.268699,10.086088826976635,-1.2416216608428539,16.000281239388386,41.2857780456543,458,18.51651203896715
1581945786.3176708,-22.628324036751206,-3.5941483797382894,12.279017595709266,39.0677604675293,458,18.51651203896715
1581945786.3656433,23.900320648263893,7.749151296777035,-7.876986828487751,41.61083221435547,458,18.51651203896715
1581945786.4026215,-15.480265948262552,-3.036895181287277,-3.0397762523668312,40.910465240478516,458,18.51651203896715
1581945786.4680893,-16.049997144180043,2.606757246777093,2.852344561420087,39.96839904785156,458,18.51651203896715
1581945786.5310528,16.31302835863802,-3.9711725649414427,6.450094280007819,42.08283233642578,458,18.51651203896715
1581945786.5780258,-6.62301427202142,-19.410599267029372,-3.0390559845969425,40.93100357055664,458,18.51651203896715
1581945786.6060095,17.146809381462205,5.1452751210794965,-5.892120813786919,41.82469177246094,458,18.51651203896715
1581945786.6969569,10.349629347658968,5.456220737117626,0.1235139250913857,41.346309661865234,458,18.51651203896715
1581945786.7619195,6.709842499800148,5.518697967433207,12.464288483346346,43.20021438598633,458,18.51651203896715
1581945786.8108916,2.718668291031551,-3.3492813328651843,-6.698562665730368,41.880863189697266,458,18.51651203896715
1581945786.866859,-6.6661737327986055,-8.433519759168876,2.356848325514767,42.10116958618164,458,18.51651203896715
1581945786.9098341,-1.0531434702806157,-10.666854159592258,9.674421152241841,42.405696868896484,458,18.51651203896715
1581945786.9428158,-14.384472323429112,-11.40937824568035,11.03883647040619,40.14149475097656,458,18.51651203896715
1581945787.0087788,-3.113724418942871,-2.66635340601312,4.402751034991405,40.367523193359375,458,18.51651203896715
1581945787.0587485,5.042280454151779,-12.714197404608672,-5.024642267067664,42.039878845214844,458,18.51651203896715
1581945787.1686847,-15.917972230726699,9.986807303819747,-0.31094561603813015,39.392494201660156,458,18.51651203896715
1581945787.3057115,-20.74190884987076,8.126895749750076,-9.241402146652103,41.100868225097656,458,18.51651203896715
1581945787.3837264,-22.366311434741945,-21.0830791301523,-27.661008941870833,43.00300598144531,458,18.51651203896715
1581945787.4726732,9.955082525972006,7.502843714364152,13.085459447652717,40.419677734375,458,18.51651203896715
1581945787.5516279,18.462984066200796,14.447713962507402,27.22582913297143,39.52840805053711,458,18.51651203896715
1581945787.605641,-5.219502053279744,-15.937804009072805,29.458443265624926,40.18793487548828,458,18.51651203896715
1581945787.6396224,-15.348750341033563,-3.719102840369452,-18.730552411256863,40.490013122558594,458,18.51651203896715
1581945787.7625818,14.11991319029806,-11.41297958452979,-9.676581955551505,39.419044494628906,458,18.51651203896715
1581945787.8395376,10.611132643443867,-20.094967729421214,-6.947751319222805,40.60770034790039,458,18.51651203896715
